timestamp,cpu_timer_user,cpu_timer_sys,cpu_timer_idle,cpu_timer_nice,cpu_timer_iowait,cpu_timer_irq,cpu_timer_softirq,disk_counter_read_bytes,disk_counter_written_bytes,disk_counter_num_reads,disk_counter_num_writes,disk_timer_reading,disk_timer_writing,net_counter_bytes_rx,net_counter_bytes_tx,net_counter_packets_rx,net_counter_packets_tx,net_counter_error_rx,net_counter_error_tx,net_counter_dropped_rx,net_counter_dropped_tx,mem_available,mem_total
1503497224.73,129.98,184.94,2004599.0,0.6,87.91,0.0,45.3,357391360,188600320,24965,10183,470596,131428,39506477,2063919,200972,12467,0,0,0,0,29153771520,29503254528
1503497225.83,130.26,185.03,2004602.53,0.6,88.37,0.0,45.3,364616704,188600320,25221,10183,471120,131428,39663683,2175977,201525,13010,0,0,0,0,29141192704,
1503497226.93,130.42,185.13,2004605.96,0.6,89.04,0.0,45.3,375536640,188600320,25528,10183,471768,131428,39756356,2268923,201981,13474,0,0,0,0,29135712256,
1503497228.04,130.7,185.2,2004609.87,0.6,89.13,0.0,45.3,375548928,190042112,25531,10187,471776,131508,39850047,2337519,202401,13904,0,0,0,0,29132836864,
1503497229.14,130.7,185.2,2004614.23,0.6,89.13,0.0,45.3,375548928,191455232,25531,10311,471776,131984,39891047,2347947,202535,14058,0,0,0,0,29132500992,
1503497230.24,130.71,185.2,2004618.6,0.6,89.13,0.0,45.3,375548928,191455232,25531,10311,471776,131984,39931437,2358153,202665,14209,0,0,0,0,29132500992,
1503497231.35,130.72,185.2,2004622.97,0.6,89.13,0.0,45.3,375548928,191455232,25531,10311,471776,131984,39971827,2368293,202795,14359,0,0,0,0,29132500992,
1503497232.45,130.73,185.2,2004627.29,0.6,89.18,0.0,45.3,375548928,191492096,25531,10313,471776,132024,40012570,2378433,202926,14509,0,0,0,0,29132500992,
1503497233.55,130.74,185.2,2004631.65,0.6,89.18,0.0,45.3,375548928,191492096,25531,10313,471776,132024,40053116,2388861,203058,14663,0,0,0,0,29132484608,
1503497234.65,130.74,185.2,2004636.02,0.6,89.18,0.0,45.3,375548928,191492096,25531,10313,471776,132024,40093506,2399067,203188,14814,0,0,0,0,29132484608,
1503497235.76,130.75,185.2,2004640.39,0.6,89.18,0.0,45.3,375548928,191492096,25531,10313,471776,132024,40134052,2409429,203320,14967,0,0,0,0,29131587584,
1503497236.86,130.76,185.2,2004644.75,0.6,89.18,0.0,45.3,375548928,191492096,25531,10313,471776,132024,40174795,2419635,203451,15118,0,0,0,0,29131587584,
1503497237.96,130.76,185.2,2004649.12,0.6,89.18,0.0,45.3,375548928,191520768,25531,10319,471776,132024,40215185,2429841,203581,15269,0,0,0,0,29131718656,
1503497239.07,130.77,185.2,2004653.49,0.6,89.18,0.0,45.3,375548928,191520768,25531,10319,471776,132024,40255635,2440023,203712,15420,0,0,0,0,29131718656,
1503497240.17,130.77,185.21,2004657.85,0.6,89.18,0.0,45.3,375548928,191520768,25531,10319,471776,132024,40296534,2450451,203845,15574,0,0,0,0,29131718656,
1503497241.27,130.78,185.21,2004662.22,0.6,89.18,0.0,45.3,375548928,191520768,25531,10319,471776,132024,40336924,2460657,203975,15725,0,0,0,0,29131718656,
1503497242.38,130.79,185.22,2004666.58,0.6,89.18,0.0,45.31,375548928,191520768,25531,10319,471776,132024,40377314,2470797,204105,15875,0,0,0,0,29131718656,
1503497243.48,130.8,185.22,2004670.94,0.6,89.18,0.0,45.31,375548928,191520768,25531,10319,471776,132024,40418213,2481159,204238,16028,0,0,0,0,29131718656,
1503497244.58,130.8,185.22,2004675.3,0.6,89.18,0.0,45.31,375548928,191520768,25531,10319,471776,132024,40458704,2491431,204369,16180,0,0,0,0,29131718656,
1503497245.68,130.8,185.22,2004679.67,0.6,89.18,0.0,45.31,375548928,191520768,25531,10319,471776,132024,40499094,2501571,204499,16330,0,0,0,0,29131718656,
1503497246.79,130.81,185.23,2004684.03,0.6,89.18,0.0,45.31,375548928,191520768,25531,10319,471776,132024,40539640,2511933,204631,16483,0,0,0,0,29131718656,
1503497247.89,130.82,185.24,2004688.4,0.6,89.18,0.0,45.31,375548928,191520768,25531,10319,471776,132024,40580383,2522139,204762,16634,0,0,0,0,29131718656,
1503497248.99,130.83,185.24,2004692.76,0.6,89.18,0.0,45.31,375548928,191520768,25531,10319,471776,132024,40620833,2532345,204893,16785,0,0,0,0,29131718656,
1503497250.1,130.83,185.24,2004697.13,0.6,89.18,0.0,45.31,375548928,191520768,25531,10319,471776,132024,40661283,2542485,205024,16935,0,0,0,0,29131718656,
1503497251.2,130.84,185.24,2004701.5,0.6,89.18,0.0,45.31,375548928,191520768,25531,10319,471776,132024,40702242,2552913,205158,17089,0,0,0,0,29131722752,
1503497252.3,130.84,185.24,2004705.86,0.6,89.18,0.0,45.31,375548928,191520768,25531,10319,471776,132024,40742692,2563119,205289,17240,0,0,0,0,29131722752,
1503497253.41,130.85,185.25,2004710.22,0.6,89.18,0.0,45.31,375548928,191520768,25531,10319,471776,132024,40783142,2573301,205420,17391,0,0,0,0,29131722752,
1503497254.51,130.85,185.26,2004714.59,0.6,89.18,0.0,45.31,375548928,191520768,25531,10319,471776,132024,40824041,2583663,205553,17544,0,0,0,0,29131722752,
1503497255.61,130.87,185.26,2004718.9,0.6,89.23,0.0,45.31,375548928,191545344,25531,10322,471776,132080,40864431,2593935,205683,17696,0,0,0,0,29131722752,
1503497256.71,130.88,185.26,2004723.27,0.6,89.23,0.0,45.31,375548928,191545344,25531,10322,471776,132080,40904821,2604075,205813,17846,0,0,0,0,29131722752,
1503497257.82,130.88,185.26,2004727.64,0.6,89.23,0.0,45.31,375548928,191545344,25531,10322,471776,132080,40945367,2614437,205945,17999,0,0,0,0,29131722752,
1503497258.92,130.9,185.27,2004732.0,0.6,89.23,0.0,45.31,375548928,191545344,25531,10322,471776,132080,40986110,2624709,206076,18151,0,0,0,0,29131722752,
1503497260.02,130.9,185.28,2004736.37,0.6,89.23,0.0,45.31,375548928,191545344,25531,10322,471776,132080,41026656,2635071,206208,18304,0,0,0,0,29131722752,
1503497261.13,130.9,185.28,2004740.74,0.6,89.23,0.0,45.31,375548928,191557632,25531,10325,471776,132080,41067046,2645277,206338,18455,0,0,0,0,29131722752,
1503497262.23,130.9,185.29,2004745.1,0.6,89.23,0.0,45.31,375548928,191557632,25531,10325,471776,132080,41107849,2655525,206470,18607,0,0,0,0,29131722752,
1503497263.33,130.91,185.3,2004749.46,0.6,89.23,0.0,45.31,375548928,191557632,25531,10325,471776,132080,41148395,2665887,206602,18760,0,0,0,0,29131722752,
1503497264.44,130.92,185.3,2004753.83,0.6,89.23,0.0,45.31,375548928,191557632,25531,10325,471776,132080,41188785,2676093,206732,18911,0,0,0,0,29131722752,
1503497265.54,130.92,185.3,2004758.19,0.6,89.23,0.0,45.31,375548928,191557632,25531,10325,471776,132080,41229528,2686233,206863,19061,0,0,0,0,29131722752,
1503497266.64,130.93,185.31,2004762.56,0.6,89.23,0.0,45.31,375548928,191557632,25531,10325,471776,132080,41270074,2696661,206995,19215,0,0,0,0,29131722752,
1503497267.74,130.93,185.32,2004766.89,0.6,89.26,0.0,45.31,375548928,191590400,25531,10331,471776,132132,41310464,2706867,207125,19366,0,0,0,0,29131722752,
