t,cpuusage,avgtasktime,maxtasktime
3198,11,323,591
3199,13,325,588
3200,19,304,738
3201,17,303,757
3202,10,320,884
3203,14,324,588
3204,14,325,577
3205,13,323,583
3206,14,322,582
3207,14,323,587
3208,14,326,598
3209,15,323,587
3210,14,312,584
3211,15,302,596
3212,10,302,599
3213,11,307,616
3214,10,302,604
3215,11,312,890
3216,10,331,889
3217,14,308,730
3218,11,304,998
3219,14,302,854
3220,17,316,607
3221,17,316,614
3222,16,314,580
3223,17,317,583
3224,16,326,716
3225,18,333,638
3226,16,330,849
3227,18,329,1364
3228,14,324,592
3229,14,322,578
3230,13,323,581
3231,15,301,650
3232,15,302,595
3233,10,303,598
3234,11,302,592
3235,12,315,596
3236,10,344,578
3237,12,331,659
3238,16,325,637
3239,12,322,584
3240,18,324,577
3241,13,322,574
3242,12,324,592
3243,12,327,595
3244,11,324,585
3245,16,324,580
3246,11,324,585
3247,12,326,586
3248,11,322,581
3249,11,324,656
3250,12,344,944
3251,12,344,414
3252,12,347,428
3253,13,347,492
3254,13,345,424
3255,12,345,417
3256,13,345,486
3257,13,346,492
3258,13,324,585
3259,12,345,591
3260,11,347,459
3261,16,349,512
3262,15,348,434
3263,15,346,472
3264,14,329,585
3265,15,324,580
3266,13,322,582
3267,14,324,586
3268,13,325,584
3269,15,324,582
3270,13,325,581
3271,13,326,586
3272,14,325,593
3273,14,325,587
3274,13,328,593
3275,13,331,588
3276,14,326,596
3277,15,320,571
3278,13,308,577
3279,14,297,584
3280,14,328,861
3281,15,324,586
3282,18,307,1045
3283,13,339,948
3284,13,332,643
3285,16,352,604
3286,15,346,436
3287,15,349,552
3288,14,328,649
3289,16,328,650
3290,15,326,664
3291,13,315,893
3292,14,338,1586
3293,15,329,848
3294,15,328,606
3295,15,311,750
3296,17,300,742
3297,9,315,886
3298,13,332,582
3299,13,316,760
3300,14,327,568
3301,11,326,656
3302,9,323,581
3303,10,322,569
3304,10,321,578
3305,11,322,589
3306,17,322,583
3307,11,323,589
3308,14,322,591
3309,15,324,581
3310,13,324,587
3311,13,318,845
3312,14,316,595
3313,11,321,586
3314,17,325,592
3315,19,325,584
3316,13,327,638
3317,14,343,587
3318,12,331,578
3319,15,327,580
3320,15,323,586
3321,16,323,591
3322,15,326,582
3323,15,329,583
3324,16,327,584
3325,16,324,577
3326,16,326,581
3327,15,332,585
3328,16,334,600
3329,16,326,593
3330,16,321,592
3331,17,325,644
3332,14,324,617
3333,12,323,588
3334,16,318,645
3335,17,320,831
3336,12,318,586
3337,11,330,582
3338,11,339,580
3339,12,324,580
3340,13,324,590
3341,13,332,578
3342,15,341,963
3343,14,338,573
3344,16,324,601
3345,15,330,585
3346,15,333,750
3347,19,343,419
3348,13,346,511
3349,15,345,422
3350,14,339,1692
3351,15,321,646
3352,15,323,599
3353,14,339,586
3354,14,336,586
3355,15,330,596
3356,18,323,605
3357,17,325,594
3358,18,324,607
3359,18,322,601
3360,17,321,594
3361,13,323,585
3362,14,324,584
3363,12,325,592
3364,13,324,584
3365,14,323,572
3366,13,322,595
3367,13,322,583
3368,14,322,574
3369,13,321,578
3370,12,322,588
3371,12,321,648
3372,15,322,574
3373,14,322,590
3374,12,326,598
3375,13,324,670
3376,12,323,642
3377,12,324,597
3378,13,339,589
3379,14,333,604
3380,17,344,421
3381,16,350,490
3382,15,347,428
3383,16,349,573
3384,15,329,596
3385,15,331,595
3386,15,329,679
3387,17,325,672
3388,14,322,589
3389,16,324,575
3390,14,326,579
3391,17,326,632
3392,15,320,580
3393,18,321,636
3394,14,326,669
3395,18,324,594
3396,15,328,584
3397,16,322,584
3398,15,320,733
3399,17,322,635
3400,16,322,584
3401,14,335,592
3402,15,352,540
3403,16,310,596
3404,16,304,597
3405,13,303,600
3406,12,302,598
3407,14,328,959
3408,18,324,598
3409,12,323,587
3410,17,322,586
3411,18,322,596
3412,18,324,587
3413,17,324,596
3414,17,325,665
3415,17,331,649
3416,17,343,613
3417,16,325,588
3418,15,346,570
3419,16,338,575
3420,15,323,579
3421,17,320,583
3422,15,324,584
3423,16,309,746
3424,15,308,743
3425,18,316,586
3426,16,302,603
3427,13,327,592
3428,18,344,476
3429,13,348,488
3430,14,346,441
3431,14,345,425
3432,14,348,661
3433,14,346,499
3434,13,344,430
3435,16,344,486
3436,14,343,423
3437,15,347,463
3438,14,333,582
3439,15,332,1012
3440,14,328,595
3441,12,332,971
3442,10,324,623
3443,13,323,580
3444,12,324,588
3445,13,321,584
3446,12,320,586
3447,12,321,596
3448,11,320,576
3449,12,321,690
3450,15,319,571
3451,11,330,715
3452,13,328,713
3453,20,324,578
3454,16,324,582
3455,11,330,584
3456,14,320,722
3457,12,304,886
3458,17,316,1030
3459,12,333,604
3460,16,319,868
3461,17,319,1667
3462,19,327,598
3463,13,328,696
3464,9,343,582
3465,11,329,592
3466,12,323,588
3467,14,336,586
3468,12,349,528
3469,13,322,598
3470,11,320,643
3471,14,323,588
3472,13,324,632
3473,13,326,593
3474,12,324,636
3475,12,319,728
3476,18,327,592
3477,15,336,583
3478,14,314,593
3479,16,301,597
3480,15,301,603
3481,17,300,652
3482,14,301,593
3483,16,302,585
3484,15,300,574
3485,16,318,690
3486,14,316,644
3487,18,301,595
3488,14,300,582
3489,12,350,500
3490,16,342,416
3491,15,343,484
3492,13,343,465
3493,14,345,490
3494,13,346,444
3495,15,350,455
3496,13,347,484
3497,13,348,455
3498,13,338,570
3499,15,322,590
3500,12,323,617
3501,14,318,643
3502,13,313,879
3503,12,323,842
3504,12,335,1815
3505,15,323,889
3506,15,308,1120
3507,17,324,899
3508,17,329,871
3509,16,323,578
3510,16,331,1124
3511,16,334,1271
3512,14,322,586
3513,16,309,876
3514,13,326,675
3515,10,325,885
3516,10,324,595
3517,13,322,738
3518,13,320,582
3519,16,325,659
3520,17,325,583
3521,15,327,727
3522,16,314,876
3523,14,321,892
3524,11,324,648
3525,17,325,587
3526,13,322,591
3527,13,323,635
3528,15,320,577
3529,13,325,587
3530,15,321,582
3531,14,323,581
3532,14,319,731
3533,16,301,894
3534,12,301,735
3535,13,308,742
3536,13,323,580
3537,16,327,877
3538,18,324,595
3539,13,325,593
3540,12,326,668
3541,12,324,592
3542,13,323,602
3543,11,326,593
3544,11,327,601
3545,11,327,935
3546,11,324,596
3547,12,325,594
3548,12,341,583
3549,14,342,436
3550,13,349,912
3551,13,335,1082
3552,16,321,883
3553,14,330,584
3554,15,333,614
3555,15,336,644
3556,15,328,583
3557,16,323,616
3558,14,317,588
3559,13,313,574
3560,12,313,610
3561,12,314,562
3562,12,317,595
3563,12,326,826
3564,17,327,842
3565,18,338,605
3566,12,357,1249
3567,15,353,830
3568,10,346,530
3569,15,345,466
3570,15,341,596
3571,17,320,740
3572,16,326,587
3573,14,325,662
3574,14,324,593
3575,14,317,756
3576,13,322,765
3577,14,343,581
3578,14,329,586
3579,16,322,586
3580,14,320,580
3581,17,322,583
3582,15,322,579
3583,14,322,586
3584,15,323,587
3585,20,319,590
3586,12,302,594
3587,18,304,650
3588,16,302,670
3589,17,344,430
3590,14,326,598
3591,15,324,660
3592,15,324,596
3593,17,322,594
3594,15,323,592
3595,14,328,858
3596,19,300,748
3597,15,301,735
3598,11,303,634
3599,13,335,1219
3600,16,319,589
3601,12,319,583
3602,11,320,595
3603,14,320,586
3604,17,320,591
3605,13,317,734
3606,10,301,862
3607,11,303,907
3608,11,305,941
3609,12,305,884
3610,13,321,911
3611,13,333,959
3612,12,334,961
3613,14,326,586
3614,11,320,590
3615,15,323,592
3616,11,322,575
3617,11,324,647
3618,15,338,612
3619,12,332,905
3620,15,357,911
3621,19,328,584
3622,12,327,592
3623,13,323,581
3624,11,321,588
3625,11,325,589
3626,12,329,969
3627,12,326,586
3628,12,325,590
3629,13,321,599
3630,12,322,591
3631,13,323,579
3632,15,329,654
3633,12,348,1345
3634,15,306,591
3635,15,311,587
3636,15,338,577
3637,17,328,587
3638,16,332,563
3639,18,324,598
3640,15,325,748
3641,11,317,735
3642,13,323,586
3643,15,323,596
3644,15,341,583
3645,15,345,420
3646,16,339,578
3647,14,327,591
3648,17,322,580
3649,18,322,585
3650,12,321,579
3651,13,321,573
3652,12,322,582
3653,12,322,574
3654,15,322,586
3655,13,322,572
3656,11,326,585
3657,12,321,598
3658,11,321,590
3659,13,322,637
3660,12,322,581
3661,14,319,583
3662,15,320,592
3663,14,325,592
3664,13,323,632
3665,13,324,597
3666,18,333,587
3667,14,347,586
3668,16,353,495
3669,14,349,488
3670,15,348,669
3671,14,343,430
3672,14,353,1191
3673,14,346,513
3674,14,343,500
3675,15,338,451
3676,14,341,458
3677,14,349,475
3678,15,330,663
3679,14,342,574
3680,14,343,905
3681,15,310,1063
3682,16,320,575
3683,19,323,587
3684,12,318,592
3685,16,322,590
3686,11,323,663
3687,12,330,683
3688,13,323,706
3689,16,321,584
3690,14,322,580
3691,13,325,675
3692,18,324,582
3693,14,323,581
3694,18,331,590
3695,14,317,851
3696,14,341,577
3697,16,346,423
3698,15,338,579
3699,16,326,586
3700,18,322,577
3701,17,325,568
3702,16,325,570
3703,16,323,566
3704,15,321,569
3705,14,322,570
3706,15,323,608
3707,15,325,585
3708,14,323,586
3709,15,323,581
3710,13,323,588
3711,13,325,585
3712,13,320,583
3713,15,322,587
3714,14,333,648
3715,14,329,583
3716,16,324,586
3717,15,324,576
3718,18,321,584
3719,14,321,585
3720,14,331,1109
3721,16,326,589
3722,15,328,589
3723,16,332,902
3724,17,330,616
3725,15,329,645
3726,16,325,585
3727,17,323,583
3728,16,320,649
3729,16,319,889
3730,12,307,915
3731,10,303,840
3732,10,309,863
3733,12,318,579
3734,12,327,715
3735,12,324,592
3736,11,323,872
3737,13,312,895
3738,13,304,721
3739,17,312,590
3740,14,323,579
3741,14,320,576
3742,17,323,586
3743,14,315,865
3744,14,326,635
3745,12,322,582
3746,11,323,596
3747,12,322,590
3748,12,323,641
3749,12,323,592
3750,11,323,603
3751,12,344,578
3752,11,336,598
3753,11,332,594
3754,12,345,416
3755,16,331,586
3756,15,322,590
3757,15,318,884
3758,12,311,1048
3759,9,321,648
3760,11,334,584
3761,13,341,422
3762,14,342,570
3763,12,304,593
3764,15,302,656
3765,17,303,665
3766,14,302,596
3767,15,300,585
3768,14,313,605
3769,16,345,598
3770,14,345,504
3771,14,345,472
3772,15,344,489
3773,15,345,430
3774,14,339,588
3775,13,312,582
3776,13,308,885
3777,15,334,901
3778,15,353,1021
3779,15,357,950
3780,16,351,481
3781,17,361,1113
3782,16,352,524
3783,14,348,482
3784,15,344,486
3785,16,367,1058
3786,14,330,601
3787,15,320,667
3788,13,319,597
3789,13,318,583
3790,11,320,670
3791,14,328,863
3792,13,332,902
3793,17,324,635
3794,14,319,572
3795,16,303,885
3796,14,323,608
3797,11,322,872
3798,13,326,740
3799,14,338,703
3800,14,333,1187
3801,11,326,585
3802,12,327,700
3803,12,327,659
3804,11,324,595
3805,12,323,596
3806,11,324,668
3807,12,316,871
3808,11,346,464
3809,13,344,430
3810,12,338,594
3811,12,324,589
3812,16,327,584
3813,13,327,589
3814,12,324,580
3815,13,322,583
3816,12,321,579
3817,13,321,587
3818,14,316,746
3819,12,306,726
3820,12,317,744
3821,15,300,746
3822,11,322,739
3823,12,324,570
3824,12,324,649
3825,13,327,753
3826,13,324,585
3827,16,326,657
3828,15,326,649
3829,16,324,583
3830,16,344,424
3831,15,345,479
3832,14,346,484
3833,15,348,542
3834,14,344,424
3835,15,343,576
3836,15,326,569
3837,16,323,562
3838,16,326,861
3839,16,311,880
3840,15,302,671
3841,9,317,1030
3842,9,314,897
3843,10,318,919
3844,10,330,710
3845,14,329,710
3846,10,325,585
3847,11,326,596
3848,9,327,585
3849,10,326,582
3850,10,325,659
3851,10,326,598
3852,10,320,590
3853,11,323,655
3854,10,328,1161
3855,15,321,586
3856,14,321,592
3857,13,324,856
3858,13,322,592
3859,17,323,1865
3860,14,322,1035
3861,11,326,595
3862,13,325,600
3863,12,325,628
3864,12,324,594
3865,13,318,756
3866,14,326,727
3867,14,328,580
3868,16,324,583
3869,16,322,630
3870,15,324,580
3871,13,323,580
3872,12,329,852
3873,13,317,753
3874,14,323,582
3875,17,326,645
3876,16,324,648
3877,17,317,585
3878,17,323,574
3879,16,322,577
3880,16,321,584
3881,17,345,429
3882,14,348,476
3883,15,345,486
3884,13,349,628
3885,14,346,434
3886,15,324,738
3887,14,305,900
3888,13,302,898
3889,19,313,892
3890,19,325,598
3891,18,325,584
3892,16,325,623
3893,17,329,594
3894,10,326,583
3895,11,328,591
3896,11,349,432
3897,17,326,596
3898,15,328,628
3899,12,327,594
3900,12,327,643
3901,14,325,587
3902,13,324,597
3903,13,326,665
3904,13,342,558
3905,12,356,1244
3906,14,332,579
3907,12,341,467
3908,12,345,477
3909,12,347,452
3910,11,356,1218
3911,12,347,525
3912,11,348,910
3913,13,349,581
3914,12,325,713
3915,13,338,584
3916,16,344,447
3917,17,345,504
3918,15,343,575
3919,15,320,597
3920,14,325,765
3921,13,345,455
3922,15,346,569
3923,14,348,480
3924,14,325,578
3925,15,321,580
3926,16,338,573
3927,13,322,590
3928,17,325,588
3929,13,322,584
3930,14,322,597
3931,13,323,595
3932,15,321,591
3933,16,321,585
3934,13,327,596
3935,14,324,589
3936,15,322,595
3937,16,323,589
3938,14,309,743
3939,18,300,741
3940,18,306,1060
3941,20,297,1051
3942,18,302,876
3943,18,318,877
3944,13,316,944
3945,13,316,900
3946,13,321,986
3947,13,328,597
3948,13,325,584
3949,14,324,586
3950,13,339,1091
3951,13,330,694
3952,13,324,599
3953,14,323,861
3954,13,335,573
3955,14,336,458
3956,15,348,480
3957,15,349,522
3958,13,348,548
3959,15,348,459
3960,16,347,522
3961,15,343,458
3962,16,348,536
3963,20,346,520
3964,15,345,537
3965,20,342,491
3966,20,342,456
3967,17,336,573
3968,16,325,583
3969,17,302,592
3970,15,303,589
3971,13,305,603
3972,15,302,599
3973,12,303,594
3974,17,305,600
3975,13,302,612
3976,13,313,592
3977,12,323,587
3978,15,344,419
3979,15,345,494
3980,15,345,422
3981,17,344,566
3982,15,329,582
3983,16,344,419
3984,22,343,414
3985,14,345,429
3986,16,347,578
3987,14,344,435
3988,15,346,424
3989,16,345,427
3990,14,347,425
3991,14,346,469
3992,14,344,425
3993,15,343,417
3994,15,345,480
3995,16,346,500
3996,14,346,465
3997,16,340,601
3998,14,347,525
3999,15,346,489
4000,15,328,655
4001,17,337,817
4002,22,310,878
4003,20,303,753
4004,11,326,748
4005,11,328,590
4006,11,329,596
4007,11,328,594
4008,14,327,635
4009,14,329,642
4010,12,323,645
4011,13,317,754
4012,13,305,890
4013,13,305,881
4014,13,309,878
4015,17,323,593
4016,15,311,854
4017,17,323,586
4018,16,326,589
4019,15,324,580
4020,15,322,621
4021,16,323,587
4022,19,326,585
4023,17,324,585
4024,16,323,591
4025,17,323,593
4026,17,323,594
4027,15,326,589
4028,15,327,590
4029,16,328,590
4030,15,307,1066
4031,15,326,856
4032,16,323,586
4033,12,337,591
4034,13,345,458
4035,15,345,424
4036,15,346,464
4037,16,346,419
4038,21,326,588
4039,15,321,586
4040,17,322,587
4041,14,322,580
4042,15,322,585
4043,15,324,679
4044,14,323,585
4045,16,324,578
4046,15,324,583
4047,15,323,583
4048,15,322,585
4049,15,334,584
4050,14,346,607
4051,16,345,481
4052,14,347,493
4053,16,345,433
4054,15,351,673
4055,15,348,428
4056,20,348,489
4057,15,338,596
4058,20,328,588
4059,17,349,508
4060,14,350,482
4061,15,357,944
4062,15,348,469
4063,15,351,493
4064,15,341,599
4065,15,323,704
4066,17,327,1047
4067,17,326,672
4068,15,319,593
4069,18,319,616
4070,17,322,599
4071,18,322,651
4072,18,321,587
4073,12,327,985
4074,17,323,585
4075,16,336,695
4076,21,335,573
4077,16,321,588
4078,15,326,855
4079,19,342,424
4080,16,342,426
4081,16,345,440
4082,15,342,420
4083,16,344,451
4084,20,344,422
4085,21,372,927
4086,15,365,560
4087,17,346,502
4088,15,345,424
4089,16,345,457
4090,16,346,474
4091,16,331,574
4092,16,323,580
4093,16,323,580
4094,16,323,586
4095,17,322,601
4096,17,325,603
4097,18,318,741
4098,15,325,608
4099,13,323,585
4100,14,326,571
4101,13,323,574
4102,19,324,584
4103,14,322,591
4104,13,327,589
4105,13,325,660
4106,14,324,583
4107,12,327,670
4108,14,325,601
4109,12,327,586
4110,14,323,587
4111,11,322,962
4112,13,334,577
4113,15,345,426
4114,14,350,632
4115,14,347,714
4116,13,346,488
4117,15,344,671
4118,14,326,601
4119,15,353,518
4120,15,344,637
4121,18,332,629
4122,17,338,467
4123,15,336,503
4124,16,336,441
4125,15,339,473
4126,15,319,995
4127,17,293,736
4128,11,297,838
4129,11,312,1116
4130,13,326,881
4131,13,321,871
4132,14,324,622
4133,17,323,1230
4134,21,332,1289
4135,10,312,881
4136,12,310,880
4137,16,323,878
4138,11,328,690
4139,14,325,588
4140,13,311,743
4141,14,311,885
4142,19,324,592
4143,10,319,880
4144,10,324,658
4145,12,318,746
4146,13,325,859
4147,13,323,582
4148,18,326,615
4149,18,323,598
4150,16,323,598
4151,17,322,592
4152,16,323,594
4153,18,326,590
4154,17,323,596
4155,21,319,733
4156,17,324,576
4157,16,325,582
4158,16,317,731
4159,16,325,593
4160,14,321,584
4161,17,302,594
4162,13,303,593
4163,13,314,587
4164,12,335,586
4165,13,345,428
4166,15,349,484
4167,19,348,494
4168,18,345,428
4169,16,347,458
4170,15,347,465
4171,16,345,488
4172,16,345,431
4173,16,354,526
4174,15,335,600
4175,16,360,935
4176,17,351,1007
4177,15,324,587
4178,11,324,634
4179,11,317,600
4180,11,301,871
4181,11,325,870
4182,14,328,594
4183,14,328,594
4184,15,326,604
4185,13,326,674
4186,14,325,880
4187,14,348,1544
4188,16,345,520
4189,16,344,1390
4190,15,325,570
4191,17,325,575
4192,15,322,570
4193,15,326,851
4194,16,325,582
4195,12,330,600
4196,12,335,868
4197,16,342,578
4198,14,320,866
4199,14,329,577
4200,17,326,586
4201,16,339,1307
4202,16,322,590
4203,17,323,594
4204,18,342,414
4205,18,350,532
4206,16,332,592
4207,16,346,852
4208,13,337,597
4209,15,343,416
4210,15,345,496
4211,15,343,492
4212,15,344,457
4213,18,346,462
4214,14,342,574
4215,15,323,574
4216,15,321,575
4217,16,321,580
4218,16,316,598
4219,14,301,590
4220,16,298,600
4221,16,319,590
4222,16,328,594
4223,18,325,572
4224,10,325,566
4225,15,325,568
4226,11,322,584
4227,11,321,568
4228,10,324,569
4229,12,324,578
4230,14,326,662
4231,11,324,569
4232,10,326,575
4233,10,328,576
4234,11,325,582
4235,10,328,579
4236,10,326,621
4237,13,323,587
4238,14,324,595
4239,11,315,603
4240,10,303,839
4241,13,310,1054
4242,16,324,589
4243,16,325,591
4244,14,308,850
4245,21,305,848
4246,16,322,562
4247,15,333,1224
4248,16,327,585
4249,11,347,486
4250,14,344,540
4251,14,343,535
4252,14,342,415
4253,15,336,564
4254,14,326,582
4255,11,328,589
4256,10,323,733
4257,12,343,590
4258,17,346,501
4259,14,344,417
4260,15,322,575
4261,17,323,588
4262,11,310,759
4263,12,307,744
4264,12,300,592
4265,13,301,590
4266,12,303,587
4267,13,303,624
4268,13,305,598
4269,13,337,578
4270,15,346,473
4271,15,345,415
4272,11,344,424
4273,12,345,418
4274,13,344,471
4275,17,344,417
4276,17,345,422
4277,12,342,591
4278,15,327,585
4279,12,313,595
4280,15,302,593
4281,13,303,662
4282,12,304,595
4283,12,301,597
4284,12,301,606
4285,13,304,666
4286,12,304,683
4287,12,303,650
4288,12,308,593
4289,13,329,607
4290,15,325,594
4291,14,329,660
4292,11,312,935
4293,12,307,888
4294,11,325,908
4295,11,324,673
4296,13,318,584
4297,12,316,654
4298,11,316,579
4299,14,323,586
4300,15,306,596
4301,16,306,886
4302,15,303,880
4303,14,331,624
4304,14,315,874
4305,17,319,705
4306,12,320,668
4307,15,326,885
4308,15,337,598
4309,16,325,669
4310,16,323,581
4311,17,323,660
4312,17,314,600
4313,17,297,1090
4314,17,319,624
4315,12,326,644
4316,17,335,603
4317,19,331,592
4318,13,340,582
4319,19,348,472
4320,18,345,474
4321,15,346,425
4322,20,345,432
4323,15,345,419
4324,15,349,474
4325,16,348,429
4326,16,345,425
4327,15,348,540
4328,15,329,606
4329,16,326,615
4330,15,327,589
4331,15,325,637
4332,16,325,576
4333,16,325,584
4334,15,326,636
4335,16,322,578
4336,14,323,590
4337,19,329,622
4338,15,323,574
4339,11,325,588
4340,11,322,592
4341,12,318,877
4342,11,328,739
4343,17,329,652
4344,13,328,586
4345,11,327,584
4346,11,325,593
4347,14,329,596
4348,13,327,588
4349,13,322,654
4350,14,320,633
4351,12,328,879
4352,15,316,840
4353,19,326,592
4354,15,328,582
4355,16,330,988
4356,16,322,663
4357,19,321,590
4358,16,323,718
4359,21,313,1014
4360,17,319,857
4361,19,310,752
4362,16,318,1246
4363,17,324,588
4364,14,322,585
4365,17,339,810
4366,11,317,752
4367,14,323,589
4368,13,322,593
4369,14,322,582
4370,13,322,596
4371,13,323,590
4372,13,324,627
4373,13,323,596
4374,14,323,599
4375,13,343,585
4376,14,332,583
4377,15,320,583
4378,16,321,732
4379,10,323,593
4380,9,324,593
4381,13,338,593
4382,11,347,430
4383,12,345,489
4384,14,343,422
4385,14,352,871
4386,15,347,920
4387,17,324,589
4388,14,322,594
4389,14,321,586
4390,18,321,588
4391,17,325,676
4392,14,321,582
4393,15,340,576
4394,17,344,417
4395,15,344,424
4396,13,346,496
4397,15,344,465
4398,15,326,581
4399,14,329,609
4400,15,324,609
4401,15,323,589
4402,13,325,581
4403,18,327,624
4404,13,326,596
4405,15,326,602
4406,13,321,638
4407,15,323,611
4408,13,318,583
4409,13,326,636
4410,14,318,582
4411,12,315,579
4412,12,325,587
4413,13,335,579
4414,15,325,680
4415,15,323,588
4416,14,323,574
4417,14,331,587
4418,15,337,570
4419,17,318,596
4420,17,326,586
4421,14,335,589
4422,14,348,536
4423,15,342,585
4424,14,313,589
4425,11,326,579
4426,15,329,576
4427,13,324,580
4428,15,323,598
4429,15,325,576
4430,16,319,630
4431,15,322,660
4432,15,325,594
4433,12,327,609
4434,15,324,588
4435,12,312,753
4436,14,330,588
4437,14,345,488
4438,16,344,421
4439,18,347,492
4440,15,347,484
4441,15,345,418
4442,20,345,419
4443,15,346,487
4444,14,346,493
4445,16,342,418
4446,20,346,438
4447,16,337,587
4448,19,321,587
4449,16,327,590
4450,12,326,591
4451,13,321,589
4452,11,321,616
4453,15,332,582
4454,12,345,484
4455,14,347,503
4456,14,352,1136
4457,15,346,431
4458,15,339,1271
4459,17,325,598
4460,11,322,887
4461,13,329,886
4462,14,304,598
4463,18,303,601
4464,17,306,674
4465,15,327,916
4466,16,324,599
4467,18,324,605
4468,17,325,597
4469,21,326,651
4470,19,325,641
4471,16,324,590
4472,17,325,606
4473,16,325,659
4474,22,314,889
4475,17,331,673
4476,14,343,433
4477,20,338,582
4478,14,319,884
4479,15,322,585
4480,13,316,1065
4481,15,303,1063
4482,21,340,863
4483,12,342,489
4484,13,344,416
4485,16,346,429
4486,14,346,418
4487,13,346,495
4488,14,347,537
4489,15,346,473
4490,13,344,422
4491,14,347,539
4492,14,344,495
4493,14,343,423
4494,14,343,577
4495,13,334,582
4496,15,318,580
4497,12,324,589
4498,9,325,582
4499,11,321,579
4500,12,303,748
4501,11,319,749
4502,13,325,643
4503,14,322,581
4504,13,320,579
4505,13,321,569
4506,14,325,581
4507,14,324,586
4508,17,326,596
4509,15,309,594
4510,15,343,429
4511,11,345,663
4512,12,346,418
4513,13,362,1112
4514,11,351,428
4515,12,354,456
4516,13,359,474
4517,13,363,638
4518,12,339,629
4519,14,329,643
4520,10,333,473
4521,12,337,470
4522,13,333,465
4523,13,335,427
4524,12,339,460
4525,12,345,536
4526,11,344,464
4527,11,345,499
4528,13,347,486
4529,15,337,438
4530,14,337,608
4531,13,346,577
4532,13,349,609
4533,15,345,510
4534,14,345,525
4535,14,347,536
4536,13,343,570
4537,15,346,534
4538,14,319,574
4539,15,326,581
4540,14,343,562
4541,15,323,842
4542,15,322,893
4543,13,321,726
4544,13,322,592
4545,14,314,762
4546,13,328,596
4547,14,326,594
4548,14,326,588
4549,19,329,583
4550,14,347,486
4551,15,346,471
4552,15,344,419
4553,15,343,416
4554,14,346,496
4555,15,339,587
4556,15,338,574
4557,14,320,581
4558,16,323,591
4559,18,324,594
4560,13,324,589
4561,14,323,597
4562,15,324,588
4563,13,326,888
4564,15,324,594
4565,14,331,992
4566,14,325,607
4567,13,326,592
4568,14,325,596
4569,12,353,1364
4570,15,329,604
4571,14,341,1195
4572,12,330,619
4573,16,334,664
4574,13,324,606
4575,13,322,605
4576,19,319,596
4577,15,332,559
4578,14,315,581
4579,18,326,600
4580,12,323,587
4581,12,308,828
4582,11,315,726
4583,12,326,658
4584,11,332,900
4585,12,321,884
4586,16,321,865
4587,14,321,561
4588,10,325,662
4589,10,319,583
4590,10,328,845
4591,13,326,861
4592,16,325,592
4593,17,326,664
4594,19,317,742
4595,16,319,1010
4596,18,322,588
4597,15,345,629
4598,13,346,450
4599,16,345,464
4600,17,330,588
4601,15,346,534
4602,14,340,586
4603,12,325,583
4604,14,332,599
4605,16,337,588
4606,16,345,428
4607,15,345,433
4608,15,344,419
4609,20,344,418
4610,15,344,452
4611,15,348,716
4612,20,347,459
4613,15,347,428
4614,15,347,465
4615,15,349,651
4616,13,347,422
4617,15,329,582
4618,15,325,590
4619,17,323,584
4620,15,326,576
4621,18,325,588
4622,16,323,586
4623,16,315,735
4624,14,324,882
4625,20,345,467
4626,13,347,492
4627,16,348,489
4628,15,349,472
4629,16,353,709
4630,15,352,468
4631,16,351,460
4632,15,347,492
4633,14,346,490
4634,15,346,487
4635,15,335,464
4636,16,343,474
4637,16,338,578
4638,13,317,733
4639,16,326,1024
4640,14,346,762
4641,11,346,426
4642,12,343,499
4643,11,345,605
4644,12,353,1190
4645,13,345,473
4646,11,341,472
4647,12,346,529
4648,13,343,416
4649,12,343,488
4650,11,354,1118
4651,12,336,569
4652,11,325,887
4653,13,328,590
4654,16,321,594
4655,12,323,591
4656,14,331,1387
4657,13,338,585
4658,14,331,575
4659,11,323,580
4660,11,345,565
4661,13,327,597
4662,15,324,595
4663,16,320,742
4664,12,302,748
4665,14,309,743
4666,13,326,596
4667,15,345,421
4668,15,347,503
4669,15,346,489
4670,14,345,424
4671,15,344,422
4672,15,334,588
4673,15,320,593
4674,11,314,744
4675,12,303,748
4676,11,317,583
4677,13,321,578
4678,18,322,582
4679,15,322,660
4680,16,325,587
4681,15,323,582
4682,16,323,592
4683,15,326,592
4684,14,328,591
4685,15,347,644
4686,15,356,657
4687,16,327,577
4688,16,317,632
4689,15,315,639
4690,15,321,719
4691,13,320,590
4692,14,318,578
4693,15,321,640
4694,16,326,579
4695,15,324,584
4696,14,330,712
4697,15,324,576
4698,14,316,979
4699,14,319,587
4700,15,316,871
4701,17,318,880
4702,13,323,709
4703,10,318,586
4704,10,319,870
4705,10,323,585
4706,15,322,590
4707,13,320,577
4708,17,321,591
4709,13,321,587
4710,13,321,585
4711,13,321,583
4712,16,323,585
4713,13,323,594
4714,12,340,577
4715,19,345,419
4716,17,347,508
4717,15,325,745
4718,14,303,738
4719,10,301,592
4720,9,326,636
4721,13,322,591
4722,12,326,588
4723,13,326,588
4724,14,325,609
4725,12,323,594
4726,12,325,590
4727,12,326,669
4728,12,322,738
4729,13,322,590
4730,16,321,593
4731,17,325,591
4732,17,325,591
4733,17,343,456
4734,20,333,614
4735,15,321,604
4736,18,322,572
4737,14,324,577
4738,11,323,589
4739,12,324,588
4740,17,326,590
4741,13,328,691
4742,13,328,628
4743,13,329,639
