t,cpuusage,avgtasktime,maxtasktime
1651,15,347,576
1652,15,355,586
1653,20,347,490
1654,15,345,421
1655,16,321,882
1656,15,323,578
1657,16,325,581
1658,12,325,589
1659,13,326,587
1660,12,340,584
1661,13,341,914
1662,14,305,880
1663,15,321,880
1664,19,322,590
1665,17,344,535
1666,15,345,415
1667,16,346,484
1668,15,345,420
1669,15,333,585
1670,16,329,584
1671,17,324,571
1672,12,326,648
1673,14,325,627
1674,12,322,576
1675,12,322,581
1676,12,327,641
1677,14,331,576
1678,11,331,564
1679,15,321,566
1680,16,321,578
1681,17,321,598
1682,15,321,581
1683,14,339,588
1684,13,362,1140
1685,17,372,482
1686,13,390,1353
1687,16,360,881
1688,14,360,478
1689,14,346,480
1690,14,338,471
1691,15,336,500
1692,15,342,635
1693,15,333,459
1694,13,339,493
1695,14,344,551
1696,13,351,599
1697,13,346,504
1698,10,335,571
1699,13,328,675
1700,14,347,581
1701,15,349,456
1702,14,336,568
1703,17,349,2385
1704,18,328,702
1705,15,337,588
1706,17,346,486
1707,15,345,549
1708,14,346,526
1709,11,347,469
1710,15,344,424
1711,14,333,592
1712,16,307,741
1713,13,302,592
1714,12,301,602
1715,13,303,599
1716,13,301,590
1717,13,337,598
1718,11,329,588
1719,17,326,598
1720,14,318,667
1721,17,318,883
1722,18,324,590
1723,18,323,588
1724,17,321,589
1725,24,324,659
1726,18,334,575
1727,14,345,418
1728,16,345,421
1729,15,343,414
1730,14,342,429
1731,14,332,598
1732,16,300,593
1733,20,317,625
1734,10,324,597
1735,13,318,741
1736,10,303,741
1737,13,320,602
1738,14,322,580
1739,15,321,576
1740,14,324,582
1741,16,333,1177
1742,14,333,964
1743,15,331,596
1744,13,336,634
1745,17,327,633
1746,17,316,601
1747,15,321,662
1748,14,322,591
1749,15,327,682
1750,16,319,599
1751,14,323,631
1752,17,324,584
1753,15,325,663
1754,15,320,584
1755,10,321,637
1756,13,322,627
1757,15,324,693
1758,17,328,580
1759,14,346,571
1760,15,340,416
1761,17,342,430
1762,15,343,471
1763,15,346,466
1764,15,345,454
1765,16,331,851
1766,14,326,736
1767,18,338,591
1768,22,348,495
1769,16,346,498
1770,17,337,574
1771,15,326,591
1772,16,323,596
1773,17,322,584
1774,16,322,593
1775,18,321,575
1776,17,323,578
1777,15,323,582
1778,15,311,748
1779,15,324,597
1780,16,326,593
1781,16,343,558
1782,15,324,577
1783,15,323,584
1784,18,324,581
1785,16,323,584
1786,16,323,583
1787,15,325,592
1788,15,323,586
1789,18,325,586
1790,16,326,596
1791,16,327,596
1792,17,327,599
1793,16,325,600
1794,14,325,614
1795,18,329,590
1796,18,338,600
1797,17,303,758
1798,15,307,906
1799,18,311,918
1800,15,302,887
1801,18,317,902
1802,11,328,633
1803,11,327,627
1804,11,322,596
1805,12,320,741
1806,12,323,594
1807,12,323,620
1808,12,317,581
1809,15,322,596
1810,13,327,586
1811,12,323,581
1812,14,328,604
1813,14,338,613
1814,17,333,928
1815,16,306,703
1816,17,305,589
1817,13,303,593
1818,14,303,598
1819,13,303,592
1820,12,303,646
1821,12,302,590
1822,12,321,591
1823,12,329,582
1824,15,319,601
1825,22,335,1062
1826,18,318,897
1827,22,346,593
1828,15,327,589
1829,16,311,601
1830,15,304,599
1831,17,304,606
1832,14,304,596
1833,12,303,595
1834,14,304,593
1835,11,316,592
1836,11,323,595
1837,13,329,582
1838,13,341,584
1839,12,346,477
1840,15,345,488
1841,16,331,577
1842,15,302,578
1843,16,302,650
1844,15,303,657
1845,16,305,589
1846,15,306,607
1847,10,311,1153
1848,16,327,598
1849,11,318,1028
1850,11,313,922
1851,11,315,903
1852,12,317,890
1853,11,327,601
1854,13,325,669
1855,14,326,595
1856,14,327,652
1857,14,342,591
1858,15,348,484
1859,13,346,461
1860,12,351,495
1861,13,348,585
1862,14,339,472
1863,17,336,540
1864,12,344,489
1865,13,345,597
1866,12,344,507
1867,12,347,504
1868,16,348,577
1869,13,348,518
1870,11,346,534
1871,17,345,1256
1872,14,342,493
1873,15,343,423
1874,14,350,602
1875,14,330,644
1876,16,304,633
1877,13,302,588
1878,11,339,591
1879,11,347,489
1880,11,345,426
1881,12,343,413
1882,11,344,532
1883,16,344,422
1884,13,344,453
1885,12,344,415
1886,11,344,419
1887,13,344,487
1888,11,345,491
1889,12,344,422
1890,11,343,415
1891,12,345,491
1892,12,346,482
1893,12,347,498
1894,12,346,572
1895,12,325,750
1896,13,324,566
1897,16,318,886
1898,15,309,893
1899,18,323,594
1900,17,305,738
1901,16,303,586
1902,15,317,594
1903,14,324,627
1904,13,322,586
1905,14,325,599
1906,13,326,678
1907,14,323,601
1908,14,324,897
1909,16,328,746
1910,14,344,604
1911,18,351,496
1912,17,354,504
1913,17,354,980
1914,16,350,483
1915,15,346,651
1916,14,341,540
1917,15,330,577
1918,11,325,587
1919,13,323,586
1920,13,325,648
1921,12,332,874
1922,18,335,594
1923,13,344,573
1924,17,326,584
1925,16,326,580
1926,15,329,659
1927,17,331,1115
1928,17,323,587
1929,16,323,595
1930,13,322,584
1931,15,323,583
1932,15,324,648
1933,15,323,586
1934,13,323,580
1935,17,324,588
1936,14,323,666
1937,17,324,601
1938,13,340,585
1939,14,349,501
1940,14,345,597
1941,22,325,649
1942,10,325,862
1943,13,325,646
1944,16,324,583
1945,17,331,583
1946,17,346,469
1947,14,344,427
1948,16,344,422
1949,17,344,489
1950,16,347,521
1951,14,345,422
1952,13,346,566
1953,15,347,611
1954,16,344,506
1955,14,343,422
1956,14,349,483
1957,15,337,589
1958,15,342,556
1959,14,328,582
1960,18,308,737
1961,11,313,757
1962,9,323,604
1963,11,324,630
1964,11,327,618
1965,12,324,635
1966,12,324,600
1967,13,330,679
1968,10,323,874
1969,11,324,879
1970,14,335,632
1971,13,332,588
1972,13,324,665
1973,13,324,631
1974,11,319,628
1975,13,319,592
1976,12,314,564
1977,11,314,591
1978,14,317,615
1979,15,328,812
1980,15,322,705
1981,14,327,665
1982,19,325,691
1983,14,323,582
1984,14,321,585
1985,15,338,637
1986,14,366,1424
1987,18,345,504
1988,15,323,582
1989,14,323,590
1990,14,331,593
1991,15,323,588
1992,16,309,605
1993,15,322,743
1994,14,322,590
1995,14,323,583
1996,14,323,581
1997,14,324,580
1998,13,323,725
1999,16,313,581
2000,16,302,591
2001,18,302,589
2002,17,303,653
2003,16,302,606
2004,16,307,680
2005,16,315,1047
2006,17,317,1042
2007,10,326,589
2008,11,324,583
2009,12,325,584
2010,12,323,588
2011,13,323,746
2012,14,326,601
2013,17,324,572
2014,15,323,578
2015,16,324,585
2016,16,326,585
2017,15,331,585
2018,16,332,587
2019,11,336,592
2020,13,332,585
2021,14,336,1248
2022,13,345,424
2023,16,345,423
2024,20,350,452
2025,15,353,900
2026,16,361,1103
2027,15,355,537
2028,16,349,473
2029,16,344,478
2030,16,345,505
2031,15,342,478
2032,16,335,459
2033,16,335,510
2034,16,344,467
2035,16,350,613
2036,15,349,470
2037,16,346,470
2038,15,336,868
2039,15,302,1241
2040,18,318,917
2041,10,326,866
2042,10,323,673
2043,17,325,609
2044,15,325,582
2045,21,346,543
2046,15,345,504
2047,15,350,1075
2048,14,343,474
2049,16,344,416
2050,15,331,581
2051,15,336,574
2052,11,335,1042
2053,15,339,586
2054,17,345,424
2055,16,350,456
2056,14,348,458
2057,15,344,530
2058,16,331,574
2059,14,324,579
2060,10,339,586
2061,11,341,413
2062,12,345,528
2063,12,343,418
2064,14,346,491
2065,13,336,567
2066,11,328,585
2067,13,328,882
2068,13,320,608
2069,17,312,922
2070,18,305,1067
2071,18,296,1064
2072,19,304,926
2073,19,318,894
2074,18,314,911
2075,19,311,1062
2076,9,323,580
2077,10,327,916
2078,10,327,866
2079,11,337,605
2080,11,322,726
2081,14,325,588
2082,16,332,596
2083,16,336,1215
2084,17,328,651
2085,18,325,694
2086,17,322,952
2087,18,320,930
2088,18,307,901
2089,12,325,688
2090,13,324,579
2091,12,324,584
2092,11,325,593
2093,11,326,584
2094,12,330,1005
2095,11,318,701
2096,11,331,1264
2097,9,322,576
2098,11,329,860
2099,13,320,576
2100,12,335,589
2101,12,309,867
2102,16,303,591
2103,17,306,674
2104,12,320,588
2105,15,322,584
2106,12,321,583
2107,13,321,577
2108,11,323,667
2109,12,344,418
2110,12,344,450
2111,13,343,489
2112,11,344,452
2113,14,345,418
2114,12,333,984
2115,12,315,867
2116,16,322,584
2117,18,322,590
2118,12,323,577
2119,14,324,587
2120,13,330,573
2121,14,345,419
2122,15,345,421
2123,14,345,422
2124,15,345,419
2125,16,344,462
2126,15,347,534
2127,15,346,538
2128,15,345,507
2129,15,343,416
2130,15,344,485
2131,15,354,1307
2132,15,348,481
2133,16,344,579
2134,14,322,744
2135,18,324,589
2136,12,330,653
2137,13,340,1023
2138,11,344,430
2139,14,355,904
2140,11,355,919
2141,15,324,655
2142,13,326,604
2143,12,318,577
2144,11,317,617
2145,11,312,597
2146,11,329,565
2147,12,342,689
2148,14,343,571
2149,12,328,587
2150,15,329,660
2151,18,329,645
2152,11,322,576
2153,12,321,572
2154,11,324,662
2155,11,320,581
2156,11,327,586
2157,13,321,576
2158,18,324,580
2159,13,325,587
2160,11,326,843
2161,12,319,734
2162,11,327,882
2163,12,337,873
2164,19,346,470
2165,16,347,452
2166,14,347,527
2167,14,319,1065
2168,15,302,591
2169,12,301,582
2170,14,302,588
2171,10,321,576
2172,17,321,585
2173,13,322,590
2174,11,322,578
2175,12,323,579
2176,12,322,584
2177,11,321,583
2178,11,345,502
2179,13,324,592
2180,16,324,592
2181,13,324,651
2182,13,329,592
2183,16,324,590
2184,14,328,669
2185,12,323,582
2186,12,323,574
2187,13,322,583
2188,12,321,588
2189,13,321,584
2190,14,323,591
2191,12,324,598
2192,11,323,585
2193,11,325,596
2194,12,326,683
2195,13,334,1150
2196,12,357,514
2197,15,346,419
2198,16,360,963
2199,21,346,470
2200,15,343,433
2201,15,322,587
2202,15,319,660
2203,19,324,693
2204,18,319,643
2205,18,323,620
2206,17,325,606
2207,17,322,868
2208,17,326,598
2209,22,325,592
2210,15,324,1079
2211,16,316,1077
2212,23,324,610
2213,13,325,686
2214,16,325,595
2215,17,325,633
2216,20,319,754
2217,13,323,640
2218,16,330,581
2219,17,344,423
2220,15,342,581
2221,16,322,581
2222,18,324,682
2223,15,324,592
2224,16,323,590
2225,14,324,594
2226,15,323,583
2227,16,323,585
2228,19,326,588
2229,16,334,590
2230,14,308,652
2231,16,302,667
2232,17,304,590
2233,18,301,584
2234,18,301,600
2235,17,301,589
2236,18,303,686
2237,17,303,594
2238,16,305,764
2239,16,322,582
2240,17,322,588
2241,14,322,597
2242,12,322,588
2243,18,322,679
2244,13,332,872
2245,13,323,595
2246,10,327,652
2247,12,326,690
2248,10,327,886
2249,16,325,608
2250,11,338,1155
2251,10,327,600
2252,10,326,599
2253,11,323,595
2254,10,328,656
2255,10,332,623
2256,10,338,606
2257,20,335,740
2258,12,329,887
2259,12,330,708
2260,20,317,885
2261,18,318,584
2262,15,330,844
2263,11,336,816
2264,13,329,582
2265,12,328,841
2266,17,324,580
2267,12,322,578
2268,13,324,582
2269,13,330,676
2270,11,340,1323
2271,16,331,582
2272,12,328,582
2273,11,313,592
2274,17,307,604
2275,13,303,596
2276,17,308,742
2277,12,314,859
2278,17,327,607
2279,12,340,580
2280,14,324,592
2281,13,324,597
2282,14,324,641
2283,13,323,610
2284,16,338,647
2285,15,363,569
2286,15,368,586
2287,15,344,426
2288,13,344,418
2289,15,345,472
2290,14,344,419
2291,14,338,636
2292,14,332,589
2293,15,324,588
2294,13,325,588
2295,14,324,592
2296,13,322,594
2297,13,323,594
2298,12,310,840
2299,14,314,602
2300,9,323,600
2301,12,323,603
2302,11,322,595
2303,12,325,590
2304,11,323,589
2305,11,326,622
2306,10,347,597
2307,13,329,667
2308,14,337,1180
2309,16,335,1042
2310,14,335,650
2311,14,334,634
2312,14,319,586
2313,14,311,902
2314,15,308,598
2315,17,314,621
2316,14,318,650
2317,18,342,579
2318,16,326,590
2319,14,355,564
2320,13,346,494
2321,14,315,869
2322,12,324,636
2323,13,329,589
2324,13,347,691
2325,12,321,738
2326,11,306,877
2327,12,317,764
2328,18,322,601
2329,15,331,1350
2330,17,309,863
2331,16,321,586
2332,13,321,877
2333,15,319,885
2334,8,345,463
2335,16,345,424
2336,18,333,578
2337,19,322,737
2338,16,343,419
2339,15,345,500
2340,14,320,594
2341,16,329,579
2342,12,347,468
2343,15,345,482
2344,12,338,568
2345,12,342,568
2346,12,344,505
2347,14,345,464
2348,14,344,457
2349,15,344,414
2350,15,343,418
2351,16,345,479
2352,14,345,423
2353,16,343,571
2354,15,346,580
2355,12,348,472
2356,12,348,476
2357,14,348,440
2358,11,337,586
2359,13,325,587
2360,12,326,598
2361,12,325,587
2362,12,325,603
2363,12,325,601
2364,16,325,640
2365,13,325,601
2366,13,328,613
2367,13,325,603
2368,12,327,601
2369,16,346,498
2370,16,349,498
2371,16,337,464
2372,15,332,606
2373,16,323,588
2374,15,325,613
2375,17,326,590
2376,17,331,645
2377,17,322,591
2378,16,332,724
2379,17,315,885
2380,18,330,657
2381,18,332,578
2382,14,298,587
2383,14,314,578
2384,18,320,582
2385,14,322,585
2386,12,325,585
2387,13,326,585
2388,17,319,738
2389,14,306,739
2390,18,325,651
2391,15,325,652
2392,13,322,594
2393,13,322,598
2394,13,322,592
2395,12,325,661
2396,14,318,590
2397,15,300,588
2398,16,300,594
2399,14,303,645
2400,14,302,591
2401,15,323,592
2402,14,325,596
2403,16,319,581
2404,13,320,577
2405,15,321,585
2406,14,320,584
2407,14,320,576
2408,16,320,576
2409,14,323,600
2410,14,325,595
2411,15,324,585
2412,15,323,600
2413,14,323,586
2414,13,327,610
2415,15,324,630
2416,15,322,581
2417,15,322,577
2418,14,324,588
2419,20,326,581
2420,15,323,585
2421,15,324,611
2422,15,352,452
2423,16,356,496
2424,15,355,478
2425,16,348,466
2426,16,341,470
2427,15,332,580
2428,15,322,637
2429,17,328,578
2430,16,322,564
2431,15,322,585
2432,17,326,886
2433,16,325,582
2434,17,320,645
2435,18,333,590
2436,16,325,856
2437,17,323,590
2438,14,328,735
2439,13,308,588
2440,16,306,588
2441,14,323,737
2442,15,308,865
2443,13,328,577
2444,17,314,886
2445,17,331,1326
2446,9,322,567
2447,14,312,590
2448,10,311,590
2449,11,337,687
2450,15,329,614
2451,17,325,580
2452,17,326,586
2453,17,327,586
2454,16,325,582
2455,16,324,576
2456,16,324,592
2457,17,323,575
2458,14,324,588
2459,13,324,586
2460,15,325,587
2461,19,325,578
2462,14,323,578
2463,14,322,579
2464,14,321,586
2465,15,322,585
2466,14,323,668
2467,15,321,587
2468,14,321,585
2469,14,330,583
2470,14,321,576
2471,17,323,584
2472,15,323,639
2473,16,322,591
2474,17,338,571
2475,14,346,439
2476,13,348,504
2477,14,356,1123
2478,14,331,600
2479,15,331,633
2480,18,335,992
2481,15,322,587
2482,18,317,636
2483,15,328,613
2484,14,309,743
2485,18,303,591
2486,15,305,670
2487,16,302,593
2488,16,300,598
2489,17,302,700
2490,15,301,706
2491,14,306,932
2492,16,303,697
2493,15,301,598
2494,14,301,593
2495,13,304,588
2496,15,302,589
2497,15,322,881
2498,15,334,607
2499,16,343,466
2500,15,329,702
2501,16,325,589
2502,15,325,652
2503,17,324,593
2504,17,323,592
2505,17,323,593
2506,16,323,595
2507,18,323,587
2508,16,324,591
2509,19,326,596
2510,22,333,591
2511,18,347,508
2512,16,346,491
2513,15,345,485
2514,15,345,483
2515,14,345,477
2516,15,348,687
2517,16,320,866
2518,15,322,594
2519,13,316,743
2520,14,322,567
2521,11,322,577
2522,9,324,570
2523,11,326,583
2524,10,324,583
2525,11,325,588
2526,10,324,604
2527,13,326,594
2528,10,349,434
2529,12,344,426
2530,16,345,426
2531,13,323,880
2532,16,326,657
2533,16,326,586
2534,13,329,659
2535,13,326,625
2536,13,327,662
2537,13,328,602
2538,13,345,465
2539,14,344,470
2540,15,338,430
2541,16,335,499
2542,15,338,534
2543,14,337,426
2544,14,347,618
2545,14,361,894
2546,16,348,565
2547,16,345,555
2548,17,344,454
2549,18,344,544
2550,15,335,427
2551,16,342,604
2552,15,351,1198
2553,15,332,578
2554,16,362,2345
2555,16,324,689
2556,14,347,538
2557,14,345,491
2558,16,335,581
2559,16,321,674
2560,16,325,853
2561,14,323,585
2562,14,326,654
2563,16,345,498
2564,14,341,553
2565,16,322,751
2566,14,347,428
2567,13,346,512
2568,15,347,540
2569,14,345,460
2570,15,344,420
2571,12,345,502
2572,14,346,533
2573,15,346,420
2574,15,344,432
2575,18,343,418
2576,15,329,579
2577,16,306,950
2578,16,308,871
2579,10,330,890
2580,8,339,582
2581,18,347,427
2582,14,351,491
2583,12,347,430
2584,12,344,423
2585,12,366,510
2586,13,377,927
2587,15,345,483
2588,11,348,655
2589,12,342,466
2590,11,345,525
2591,12,350,435
2592,13,360,1122
2593,12,338,605
2594,14,308,604
2595,23,305,647
2596,15,302,637
2597,13,300,620
2598,11,313,605
2599,11,312,571
2600,11,313,603
2601,14,316,600
2602,12,317,624
2603,14,320,594
2604,14,324,834
2605,13,327,847
2606,13,325,646
2607,14,320,577
2608,10,334,622
2609,14,346,616
2610,14,322,744
2611,14,326,586
2612,15,317,742
2613,15,331,594
2614,14,326,580
2615,15,326,589
2616,15,324,580
2617,15,321,587
2618,14,303,592
2619,17,328,628
2620,15,329,565
2621,17,325,573
2622,14,316,742
2623,17,302,850
2624,12,319,745
2625,12,326,856
2626,11,322,576
2627,12,323,599
2628,13,319,623
2629,16,322,586
2630,12,324,661
2631,13,320,580
2632,11,320,586
2633,15,321,653
2634,11,321,655
2635,12,322,592
2636,15,324,582
2637,12,325,579
2638,11,327,584
2639,13,326,581
2640,11,323,576
2641,13,325,944
2642,13,344,424
2643,17,342,419
2644,15,344,417
2645,15,349,474
2646,15,352,424
2647,15,360,1091
2648,20,355,459
2649,15,363,634
2650,16,353,474
2651,14,320,578
2652,15,312,577
2653,12,312,594
2654,10,315,590
2655,12,313,604
2656,12,315,571
2657,16,326,906
2658,14,307,738
2659,12,334,872
2660,12,324,596
2661,15,345,897
2662,16,346,463
2663,15,336,572
2664,14,316,736
2665,19,318,715
2666,16,320,736
2667,10,322,876
2668,10,336,871
2669,13,344,497
2670,14,350,939
2671,15,321,587
2672,14,324,577
2673,11,321,576
2674,12,321,585
2675,15,333,907
2676,12,320,587
2677,17,320,886
2678,13,314,1086
2679,15,322,589
2680,11,319,755
2681,11,323,592
2682,13,323,648
2683,13,323,706
2684,12,304,754
2685,18,301,757
2686,14,302,760
2687,14,300,749
2688,13,305,741
2689,14,344,586
2690,15,336,594
2691,13,343,423
2692,15,346,485
2693,14,344,421
2694,13,344,427
2695,13,334,579
2696,13,321,867
2697,11,328,937
2698,12,324,640
2699,13,323,590
2700,12,302,878
2701,15,301,756
2702,14,302,743
2703,13,301,749
2704,13,300,758
2705,14,325,905
2706,13,328,660
2707,16,328,862
2708,16,327,620
2709,16,319,733
2710,16,320,575
2711,17,327,587
2712,16,321,574
2713,15,325,657
2714,15,324,583
2715,17,326,668
2716,16,324,654
2717,18,346,747
2718,13,342,549
2719,17,345,544
2720,15,345,421
2721,16,341,461
2722,15,354,1273
2723,15,325,586
2724,16,337,574
2725,14,325,652
2726,12,340,572
2727,11,314,596
2728,12,301,582
2729,14,302,590
2730,12,300,636
2731,13,299,585
2732,12,299,576
2733,14,318,590
2734,11,326,586
2735,15,322,600
2736,15,323,592
2737,14,335,592
2738,15,322,584
2739,18,333,567
2740,17,344,422
2741,15,339,582
2742,20,324,590
2743,16,325,597
2744,19,326,601
2745,18,325,591
2746,17,326,675
2747,18,331,962
2748,17,324,591
2749,18,325,603
2750,18,325,598
2751,17,324,600
2752,17,323,592
2753,19,326,672
2754,19,326,587
2755,17,325,589
2756,21,325,591
2757,17,321,639
2758,19,326,574
2759,16,332,618
2760,16,324,587
2761,17,316,880
2762,13,324,897
2763,10,328,624
2764,9,312,680
2765,11,300,630
2766,10,301,589
2767,12,295,602
2768,10,296,618
2769,10,297,588
2770,10,301,585
2771,10,335,633
2772,14,324,578
2773,18,324,589
2774,15,324,577
2775,15,350,967
2776,16,344,475
2777,14,343,482
2778,15,340,576
2779,14,322,590
2780,13,331,1717
2781,12,321,571
2782,14,323,578
2783,14,324,582
2784,14,329,585
2785,15,331,583
2786,15,342,586
2787,12,323,593
2788,14,300,593
2789,15,301,593
2790,12,314,742
2791,13,302,752
2792,14,301,755
2793,13,320,753
2794,13,325,594
2795,19,325,595
2796,18,323,590
2797,18,322,588
2798,16,318,584
2799,16,306,580
2800,15,317,592
2801,18,323,587
2802,17,343,582
2803,14,344,482
2804,16,338,565
2805,16,345,426
2806,14,350,552
2807,13,346,493
2808,12,347,555
2809,14,346,430
2810,11,343,425
2811,11,345,427
2812,12,345,504
2813,14,343,422
2814,14,344,420
2815,14,349,573
2816,14,356,957
2817,16,328,599
2818,11,355,1101
2819,13,341,961
2820,18,345,460
2821,17,347,425
2822,15,348,455
2823,16,348,473
2824,13,343,464
2825,17,344,536
2826,15,342,579
2827,15,330,579
2828,14,324,574
2829,16,326,582
2830,16,329,679
2831,21,326,715
2832,15,328,604
2833,20,332,868
2834,18,302,857
2835,14,299,588
2836,16,302,668
2837,16,309,698
2838,19,322,742
2839,12,340,2016
2840,17,339,1644
2841,16,326,646
2842,13,325,583
2843,13,329,994
2844,13,325,636
2845,19,327,662
2846,14,324,602
2847,15,321,595
2848,13,323,656
2849,14,326,586
2850,18,325,583
2851,14,323,588
2852,17,315,740
2853,15,302,594
2854,16,304,672
2855,15,302,677
2856,17,299,584
2857,18,313,582
2858,17,309,871
2859,14,302,886
2860,16,326,573
2861,15,324,573
2862,16,322,578
2863,15,324,579
2864,15,324,581
2865,16,322,582
2866,16,324,926
2867,21,322,892
2868,22,323,590
2869,16,338,559
2870,15,348,458
2871,15,345,429
2872,15,342,589
2873,16,364,1229
2874,12,351,510
2875,13,353,466
2876,11,358,510
2877,12,324,611
2878,14,327,566
2879,10,326,640
2880,14,323,874
2881,10,313,742
2882,20,302,749
2883,18,301,744
2884,17,302,750
2885,19,333,978
2886,16,346,660
2887,17,326,584
2888,16,325,585
2889,17,324,586
2890,16,325,586
2891,13,337,1517
2892,13,323,595
2893,13,312,749
2894,18,322,583
2895,15,325,583
2896,14,324,592
2897,16,323,597
2898,14,334,2219
2899,12,333,1547
2900,13,324,878
2901,17,323,591
2902,11,321,866
2903,12,324,600
2904,22,310,1051
2905,18,320,865
2906,13,321,745
2907,14,328,585
2908,13,324,588
2909,15,325,586
2910,14,324,581
2911,13,322,578
2912,13,323,594
2913,14,322,591
2914,13,338,892
2915,13,337,636
2916,15,344,419
2917,16,347,524
2918,15,334,582
2919,16,322,583
2920,17,320,744
2921,18,320,655
2922,15,322,586
2923,17,320,576
2924,16,323,587
2925,17,322,583
2926,15,326,588
2927,16,323,579
2928,16,333,583
2929,16,327,609
2930,14,325,603
2931,15,326,602
2932,15,327,639
2933,15,326,584
2934,18,326,663
2935,16,326,600
2936,14,341,579
2937,14,358,1048
2938,15,346,451
2939,15,347,590
2940,15,351,532
2941,17,350,517
2942,15,346,475
2943,15,346,417
2944,15,346,481
2945,15,348,611
2946,16,343,590
2947,21,343,606
2948,20,321,865
2949,17,345,518
2950,15,325,586
2951,15,304,592
2952,16,301,588
2953,17,310,589
2954,18,324,600
2955,14,322,657
2956,14,325,599
2957,14,324,594
2958,13,323,592
2959,12,317,620
2960,12,324,594
2961,12,322,600
2962,10,324,745
2963,10,319,609
2964,13,324,645
2965,15,325,666
2966,15,323,596
2967,18,323,590
2968,18,323,596
2969,15,324,585
2970,15,325,586
2971,15,323,588
2972,15,325,589
2973,16,326,847
2974,18,323,597
2975,14,323,591
2976,14,331,588
2977,15,311,574
2978,17,320,579
2979,14,321,596
2980,15,332,592
2981,16,333,586
2982,13,321,586
2983,14,321,586
2984,15,321,591
2985,18,323,596
2986,14,330,1168
2987,14,328,633
2988,14,335,940
2989,15,335,809
2990,14,326,602
2991,14,324,599
2992,16,320,644
2993,15,324,981
2994,15,316,740
2995,14,298,856
2996,15,316,1083
2997,14,313,856
2998,15,318,858
2999,11,310,841
3000,15,322,589
3001,11,324,596
3002,12,326,644
3003,12,322,576
3004,12,327,582
3005,12,322,584
3006,13,323,586
3007,12,312,644
3008,16,307,984
3009,13,301,590
3010,12,339,590
3011,14,307,599
3012,16,304,630
3013,16,321,588
3014,17,322,585
3015,15,323,582
3016,14,345,569
3017,17,331,886
3018,17,304,740
3019,16,311,742
3020,9,303,587
3021,17,302,588
3022,12,302,586
3023,14,301,586
3024,15,319,604
3025,12,326,591
3026,13,325,592
3027,11,323,592
3028,13,324,584
3029,14,324,586
3030,10,323,587
3031,12,323,589
3032,13,323,588
3033,16,323,591
3034,10,325,626
3035,13,325,626
3036,12,326,601
3037,11,331,644
3038,13,342,575
3039,17,326,586
3040,10,318,888
3041,11,325,892
3042,12,327,586
3043,14,330,590
3044,13,321,892
3045,14,320,894
3046,16,335,629
3047,15,323,619
3048,16,324,646
3049,13,318,597
3050,13,321,670
3051,13,318,604
3052,11,315,602
3053,13,316,589
3054,13,350,672
3055,13,336,581
3056,13,320,902
3057,14,318,589
3058,16,343,581
3059,17,319,588
3060,18,324,582
3061,15,320,588
3062,15,302,600
3063,10,302,594
3064,11,303,595
3065,17,304,606
3066,11,302,596
3067,13,303,595
3068,10,302,599
3069,11,303,598
3070,10,303,596
3071,11,307,605
3072,10,333,840
3073,13,327,602
3074,12,325,602
3075,13,343,569
3076,15,346,510
3077,16,345,458
3078,15,335,586
3079,19,331,584
3080,16,345,418
3081,15,346,419
3082,13,345,418
3083,17,345,420
3084,16,347,499
3085,14,323,591
3086,13,321,585
3087,16,325,592
3088,13,323,660
3089,13,324,656
3090,15,324,584
3091,16,320,890
3092,15,314,884
3093,21,322,582
3094,13,325,676
3095,14,322,594
3096,17,322,598
3097,15,320,737
3098,14,305,941
3099,15,327,960
3100,18,314,676
3101,17,302,758
3102,11,324,751
3103,16,328,585
3104,11,323,578
3105,12,322,576
3106,12,323,594
3107,13,320,586
3108,15,316,567
3109,15,328,583
3110,14,320,580
3111,15,324,576
3112,14,324,590
3113,11,325,662
3114,14,325,648
3115,15,319,737
3116,14,301,742
3117,15,306,610
3118,16,303,594
3119,17,304,593
3120,16,329,742
3121,18,321,590
3122,17,321,585
3123,20,320,581
3124,16,313,582
3125,16,301,589
3126,16,302,599
3127,18,314,594
3128,16,314,742
3129,17,321,592
3130,14,317,732
3131,16,315,753
3132,10,344,601
3133,12,347,488
3134,12,344,416
3135,15,345,420
3136,12,346,483
3137,17,347,573
3138,11,347,608
3139,13,343,428
3140,17,331,587
3141,15,322,584
3142,14,325,668
3143,13,321,590
3144,13,321,590
3145,14,321,584
3146,13,323,651
3147,15,322,593
3148,14,319,569
3149,15,320,570
3150,13,322,590
3151,15,323,585
3152,16,323,600
3153,15,323,588
3154,14,312,615
3155,16,303,676
3156,10,311,672
3157,11,342,634
3158,12,328,596
3159,12,326,618
3160,15,327,635
3161,11,325,888
3162,13,319,657
3163,15,316,588
3164,13,315,587
3165,14,323,669
3166,12,323,595
3167,11,326,600
3168,11,324,738
3169,15,324,587
3170,23,323,636
3171,17,324,854
3172,16,322,580
3173,17,322,588
3174,17,322,596
3175,18,319,736
3176,16,303,752
3177,17,326,586
3178,13,325,650
3179,13,322,587
3180,13,323,595
3181,14,324,664
3182,13,324,682
3183,13,337,584
3184,13,345,414
3185,14,343,617
3186,13,336,693
3187,19,325,595
3188,11,322,874
3189,14,325,584
3190,15,324,583
3191,13,323,587
3192,11,312,738
3193,14,320,570
3194,10,325,660
3195,11,324,586
3196,10,308,604
3197,13,304,578
