timestamp,cpu_timer_user,cpu_timer_sys,cpu_timer_idle,cpu_timer_nice,cpu_timer_iowait,cpu_timer_irq,cpu_timer_softirq,disk_counter_read_bytes,disk_counter_written_bytes,disk_counter_num_reads,disk_counter_num_writes,disk_timer_reading,disk_timer_writing,net_counter_bytes_rx,net_counter_bytes_tx,net_counter_packets_rx,net_counter_packets_tx,net_counter_error_rx,net_counter_error_tx,net_counter_dropped_rx,net_counter_dropped_tx,mem_available,mem_total
1504125728.4,11.19,9.04,8746.96,0.0,17.18,0.0,0.23,265010176,13537280,9454,1059,412536,17416,901285,384206,5289,2059,0,0,0,0,29193056256,29503254528
1504125729.5,11.42,9.12,8750.47,0.0,17.69,0.0,0.27,272964608,13537280,9883,1059,414580,17416,1024045,485782,5779,2547,0,0,0,0,29180071936,
1504125730.61,11.52,9.21,8753.9,0.0,18.44,0.0,0.3,284294144,13537280,10269,1059,415940,17416,1081598,541382,6041,2814,0,0,0,0,29174571008,
1504125731.71,11.89,9.33,8757.71,0.0,18.52,0.0,0.31,284339200,13537280,10275,1059,415968,17416,1234907,651624,6681,3451,0,0,0,0,29171404800,
1504125732.81,11.92,9.35,8762.08,0.0,18.52,0.0,0.32,284339200,13537280,10275,1059,415968,17416,1275650,661896,6812,3603,0,0,0,0,29171335168,
1504125733.92,11.92,9.36,8766.42,0.0,18.54,0.0,0.32,284339200,13582336,10275,1061,415968,17456,1316040,672036,6942,3753,0,0,0,0,29171335168,
1504125735.02,11.93,9.37,8770.79,0.0,18.54,0.0,0.32,284339200,13582336,10275,1061,415968,17456,1356507,682398,7073,3906,0,0,0,0,29171335168,
1504125736.12,11.93,9.38,8775.16,0.0,18.54,0.0,0.32,284339200,13582336,10275,1061,415968,17456,1397329,692604,7205,4057,0,0,0,0,29171343360,
1504125737.23,11.94,9.39,8779.52,0.0,18.54,0.0,0.33,284339200,13582336,10275,1061,415968,17456,1437719,702810,7335,4208,0,0,0,0,29171335168,
1504125738.33,11.94,9.4,8783.88,0.0,18.54,0.0,0.34,284339200,13582336,10275,1061,415968,17456,1478186,713172,7466,4361,0,0,0,0,29171335168,
1504125739.43,11.95,9.41,8788.24,0.0,18.54,0.0,0.34,284339200,13582336,10275,1061,415968,17456,1519068,723378,7599,4512,0,0,0,0,29171335168,
1504125740.54,11.97,9.42,8792.61,0.0,18.54,0.0,0.34,284339200,13582336,10275,1061,415968,17456,1559578,733584,7731,4663,0,0,0,0,29171335168,
