1503935271.14,0,0,0,0.00148415565491
1503935273.97,0,1,cand,2.82214307785
1503935273.97,0,2,opening,0.0012378692627
1503935281.67,ExperimentStart
1503935283.34,102,0,rob1_station_6_dwell,1.66249895096
1503935283.44,102,1,0.1,0.100991010666
1503935284.58,102,2,rob1_station_6_pick,1.14260816574
1503935284.58,102,3,closing,0.00154089927673
1503935286.58,102,4,2.0,2.00292301178
1503935287.23,102,5,rob1_station_6_lift,0.642023086548
1503935287.33,102,6,0.1,0.101047039032
1503935289.33,102,7,rob1_station_6_safe,2.0020210743
1503935289.43,102,8,0.1,0.101042985916
1503935290.97,102,9,rob1_station_1_dwell,1.54217910767
1503935290.98,102,10,None,1.54524302483
1503935291.08,102,11,0.1,0.101020097733
1503935291.86,102,12,rob1_station_1_pick,0.782027959824
1503935291.86,102,13,opening,0.0013689994812
1503935293.86,102,14,2.0,2.00291991234
1503935294.64,102,15,rob1_station_1_dwell,0.782061100006
1503935294.66,102,16,None,0.79513001442
1503935294.76,102,17,0.1,0.100948095322
1503935296.28,102,18,cand,1.52200508118
1503935301.43,103,0,rob1_station_1_dwell,1.52205491066
1503935301.44,103,1,None,1.52640199661
1503935301.54,103,2,0.1,0.101059913635
1503935302.32,103,3,rob1_station_1_pick,0.781985998154
1503935302.42,103,4,0.1,0.101082086563
1503935302.42,103,5,closing,0.00129985809326
1503935304.42,103,6,2.0,2.00285482407
1503935305.19,103,7,rob1_station_1_dwell,0.762125015259
1503935305.19,103,8,None,0.765333890915
1503935305.29,103,9,0.1,0.100951910019
1503935307.27,103,10,rob1_station_2_dwell,1.98204708099
1503935307.28,103,11,None,1.98508191109
1503935307.38,103,12,0.1,0.100960969925
1503935308.14,103,13,rob1_station_2_pick,0.762105941772
1503935308.24,103,14,0.1,0.101319074631
1503935308.24,103,15,opening,0.0013279914856
1503935310.24,103,16,2.0,2.00283694267
1503935311.03,103,17,rob1_station_2_dwell,0.782645940781
1503935311.03,103,18,None,0.785868883133
1503935311.13,103,19,0.1,0.100938796997
1503935313.65,103,20,cand,2.52200913429
1503935315.32,102,0,rob1_station_6_dwell,1.66207098961
1503935315.42,102,1,0.1,0.101114034653
1503935316.56,102,2,rob1_station_6_pick,1.14207196236
1503935316.56,102,3,closing,0.00144004821777
1503935318.57,102,4,2.0,2.00284194946
1503935319.21,102,5,rob1_station_6_lift,0.642021894455
1503935319.31,102,6,0.1,0.10103392601
1503935321.31,102,7,rob1_station_6_safe,2.0020980835
1503935321.41,102,8,0.1,0.101036071777
1503935322.96,102,9,rob1_station_1_dwell,1.54204201698
1503935322.96,102,10,None,1.54476904869
1503935323.06,102,11,0.1,0.101126909256
1503935323.84,102,12,rob1_station_1_pick,0.782017946243
1503935323.84,102,13,opening,0.00135803222656
1503935325.85,102,14,2.0,2.00289583206
1503935326.61,102,15,rob1_station_1_dwell,0.76206612587
1503935326.62,102,16,None,0.772153139114
1503935326.72,102,17,0.1,0.10107588768
1503935328.24,102,18,cand,1.52206611633
1503935330.85,101,0,rob1_station_2_dwell,2.60202217102
1503935330.85,101,1,None,2.60666108131
1503935330.96,101,2,0.1,0.10099196434
1503935331.72,101,3,rob1_station_2_pick,0.762007951736
1503935331.82,101,4,0.1,0.101642131805
1503935331.82,101,5,closing,0.0013370513916
1503935333.82,101,6,2.0,2.0031170845
1503935334.61,101,7,rob1_station_2_dwell,0.782003164291
1503935334.61,101,8,None,0.785091161728
1503935334.71,101,9,0.1,0.100965976715
1503935338.01,101,10,rob1_station_7_place,3.30229306221
1503935338.02,101,11,1.0,0.00855803489685
1503935342.83,101,12,None,4.82129216194
1503935342.84,101,13,opening,0.00251507759094
1503935344.84,101,14,2.0,2.00302505493
1503935345.5,101,15,rob1_station_7_lift,0.662021160126
1503935345.6,101,16,0.1,0.101015090942
1503935347.62,101,17,cand,2.0225110054
1503935347.63,101,18,1.0,0.00678205490112
1503935347.73,101,19,0.1,0.100993156433
1503935347.73,101,20,None,0.101063013077
1503935349.26,103,0,rob1_station_1_dwell,1.52234101295
1503935349.26,103,1,None,1.52521896362
1503935349.36,103,2,0.1,0.100988864899
1503935350.15,103,3,rob1_station_1_pick,0.781975984573
1503935350.25,103,4,0.1,0.101027965546
1503935350.25,103,5,closing,0.00135803222656
1503935352.25,103,6,2.0,2.00317502022
1503935353.01,103,7,rob1_station_1_dwell,0.761993169785
1503935353.02,103,8,None,0.766472101212
1503935353.12,103,9,0.1,0.100980997086
1503935355.1,103,10,rob1_station_2_dwell,1.98208594322
1503935355.1,103,11,None,1.98512101173
1503935355.21,103,12,0.1,0.101009130478
1503935355.97,103,13,rob1_station_2_pick,0.761977910995
1503935356.07,103,14,0.1,0.101021051407
1503935356.07,103,15,opening,0.00130701065063
1503935358.07,103,16,2.0,2.0028629303
1503935358.86,103,17,rob1_station_2_dwell,0.782253980637
1503935358.86,103,18,None,0.785424947739
1503935358.96,103,19,0.1,0.100954055786
1503935361.48,103,20,cand,2.52201581001
1503935363.15,102,0,rob1_station_6_dwell,1.66223907471
1503935363.25,102,1,0.1,0.10102891922
1503935364.39,102,2,rob1_station_6_pick,1.14208197594
1503935364.39,102,3,closing,0.00131583213806
1503935366.4,102,4,2.0,2.00300502777
1503935367.04,102,5,rob1_station_6_lift,0.642418146133
1503935367.14,102,6,0.1,0.101773023605
1503935369.14,102,7,rob1_station_6_safe,2.00199604034
1503935369.24,102,8,0.1,0.101160049438
1503935370.79,102,9,rob1_station_1_dwell,1.54233217239
1503935370.79,102,10,None,1.5466132164
1503935370.89,102,11,0.1,0.101005077362
1503935371.67,102,12,rob1_station_1_pick,0.781975030899
1503935371.68,102,13,opening,0.00135898590088
1503935373.68,102,14,2.0,2.00286889076
1503935374.46,102,15,rob1_station_1_dwell,0.782042980194
1503935374.47,102,16,None,0.788284063339
1503935374.57,102,17,0.1,0.100990056992
1503935376.09,102,18,cand,1.52204108238
1503935378.68,101,0,rob1_station_2_dwell,2.58204078674
1503935378.68,101,1,None,2.58486890793
1503935378.78,101,2,0.1,0.101049184799
1503935379.57,101,3,rob1_station_2_pick,0.781985998154
1503935379.67,101,4,0.1,0.101015090942
1503935379.67,101,5,closing,0.00136494636536
1503935381.67,101,6,2.0,2.00284409523
1503935382.45,101,7,rob1_station_2_dwell,0.782030105591
1503935382.46,101,8,None,0.785874128342
