timestamp,cpu_timer_user,cpu_timer_sys,cpu_timer_idle,cpu_timer_nice,cpu_timer_iowait,cpu_timer_irq,cpu_timer_softirq,disk_counter_read_bytes,disk_counter_written_bytes,disk_counter_num_reads,disk_counter_num_writes,disk_timer_reading,disk_timer_writing,net_counter_bytes_rx,net_counter_bytes_tx,net_counter_packets_rx,net_counter_packets_tx,net_counter_error_rx,net_counter_error_tx,net_counter_dropped_rx,net_counter_dropped_tx,mem_available,mem_total
1504109110.99,27.32,40.22,370528.85,0.56,64.0,0.0,0.37,277933056,57102336,18251,2145,374676,35652,7698799,297813,41905,1762,0,0,0,0,29144776704,29503254528
1504109112.09,27.54,40.32,370532.35,0.56,64.52,0.0,0.4,285617152,57102336,18558,2145,375316,35652,7829185,412849,42436,2294,0,0,0,0,29134209024,
1504109113.2,27.75,40.39,370535.83,0.56,65.11,0.0,0.42,296225792,57102336,18850,2145,376324,35652,7936056,523461,42966,2828,0,0,0,0,29127286784,
1504109114.3,28.01,40.44,370539.82,0.56,65.18,0.0,0.44,296225792,58294272,18850,2150,376324,35716,8030104,576004,43293,3160,0,0,0,0,29124366336,
1504109115.4,28.02,40.45,370544.19,0.56,65.18,0.0,0.44,296225792,58294272,18850,2150,376324,35716,8051629,582514,43368,3255,0,0,0,0,29124177920,
1504109116.51,28.02,40.45,370548.57,0.56,65.18,0.0,0.44,296225792,58294272,18850,2150,376324,35716,8073673,589246,43446,3353,0,0,0,0,29124177920,
1504109117.61,28.03,40.46,370552.95,0.56,65.18,0.0,0.44,296225792,58294272,18850,2150,376324,35716,8095198,595888,43521,3450,0,0,0,0,29124177920,
1504109118.71,28.03,40.46,370557.33,0.56,65.18,0.0,0.44,296225792,58294272,18850,2150,376324,35716,8116723,602398,43596,3545,0,0,0,0,29124177920,
1504109119.82,28.04,40.46,370561.71,0.56,65.19,0.0,0.44,296225792,59473920,18850,2264,376324,36196,8138248,608908,43671,3640,0,0,0,0,29124169728,
1504109120.92,28.05,40.47,370566.08,0.56,65.19,0.0,0.44,296225792,59473920,18850,2264,376324,36196,8159850,615640,43747,3738,0,0,0,0,29124169728,
1504109122.02,28.06,40.47,370570.47,0.56,65.19,0.0,0.44,296225792,59473920,18850,2264,376324,36196,8181454,622150,43823,3833,0,0,0,0,29124169728,
1504109123.12,28.06,40.47,370574.85,0.56,65.19,0.0,0.44,296225792,59473920,18850,2264,376324,36196,8202979,628660,43898,3928,0,0,0,0,29124169728,
1504109124.23,28.06,40.48,370579.22,0.56,65.19,0.0,0.44,296225792,59473920,18850,2264,376324,36196,8224867,635302,43974,4025,0,0,0,0,29124169728,
1504109125.33,28.09,40.48,370583.6,0.56,65.19,0.0,0.44,296225792,59473920,18850,2264,376324,36196,8246392,641812,44049,4120,0,0,0,0,29124169728,
1504109126.43,28.11,40.49,370587.99,0.56,65.19,0.0,0.44,296225792,59473920,18850,2264,376324,36196,8268073,648544,44126,4218,0,0,0,0,29124169728,
