t,cpuusage,avgtasktime,maxtasktime
1650,13,323,592
1651,12,325,640
1652,13,322,597
1653,12,320,756
1654,15,317,745
1655,14,329,590
1656,13,339,579
1657,14,345,418
1658,17,347,457
1659,17,347,478
1660,14,344,428
1661,15,344,505
1662,16,346,426
1663,12,343,454
1664,18,344,508
1665,13,345,441
1666,13,345,423
1667,13,343,590
1668,18,311,621
1669,13,302,600
1670,16,305,593
1671,17,301,623
1672,16,301,609
1673,16,301,645
1674,16,301,626
1675,16,302,647
1676,16,300,590
1677,17,301,581
1678,17,305,646
1679,16,304,590
1680,17,305,593
1681,17,323,607
1682,18,312,1000
1683,16,308,643
1684,15,300,633
1685,10,297,636
1686,13,291,581
1687,13,293,590
1688,11,295,575
1689,10,294,583
1690,10,294,579
1691,10,296,588
1692,10,299,720
1693,12,302,696
1694,11,304,675
1695,10,308,594
1696,11,318,892
1697,14,322,884
1698,11,322,580
1699,12,322,583
1700,15,322,586
1701,11,323,585
1702,16,326,615
1703,13,328,590
1704,13,324,584
1705,16,326,593
1706,22,324,637
1707,16,323,590
1708,14,324,663
1709,13,344,661
1710,14,346,423
1711,13,344,421
1712,15,341,592
1713,16,323,585
1714,16,337,569
1715,15,327,605
1716,19,323,592
1717,18,336,592
1718,17,345,466
1719,15,343,415
1720,16,341,578
1721,16,324,633
1722,12,344,588
1723,18,345,424
1724,15,343,425
1725,15,344,444
1726,15,345,543
1727,14,343,420
1728,15,343,473
1729,14,350,469
1730,17,343,427
1731,16,344,422
1732,15,345,417
1733,15,343,418
1734,16,344,419
1735,15,346,422
1736,16,349,429
1737,15,352,466
1738,17,353,474
1739,16,356,476
1740,16,368,996
1741,14,357,556
1742,15,347,481
1743,15,338,456
1744,15,338,463
1745,16,351,529
1746,16,343,476
1747,11,342,535
1748,15,346,515
1749,14,345,509
1750,17,344,477
1751,15,347,608
1752,15,343,432
1753,14,345,478
1754,20,344,468
1755,16,341,490
1756,15,344,468
1757,15,345,427
1758,14,343,417
1759,13,348,530
1760,13,346,1561
1761,14,329,1069
1762,15,327,651
1763,11,331,591
1764,12,340,576
1765,16,335,562
1766,20,324,590
1767,12,320,592
1768,13,322,594
1769,12,322,590
1770,14,326,592
1771,12,339,583
1772,13,345,424
1773,15,345,419
1774,16,346,478
1775,20,345,417
1776,15,347,491
1777,17,347,541
1778,17,345,420
1779,17,345,415
1780,13,345,416
1781,13,327,571
1782,16,334,1689
1783,11,324,588
1784,16,332,591
1785,18,344,482
1786,16,344,418
1787,15,344,478
1788,15,344,468
1789,16,345,498
1790,16,345,425
1791,15,346,443
1792,15,348,493
1793,15,350,551
1794,16,352,506
1795,14,360,977
1796,14,347,608
1797,15,315,608
1798,17,322,627
1799,16,322,636
1800,15,346,646
1801,16,329,639
1802,19,323,629
1803,14,327,582
1804,15,318,661
1805,15,320,576
1806,14,320,570
1807,14,321,582
1808,15,322,665
1809,14,321,578
1810,15,325,628
1811,14,345,645
1812,16,341,424
1813,22,342,474
1814,16,336,581
1815,15,324,601
1816,12,344,2297
1817,13,326,888
1818,15,324,586
1819,12,322,586
1820,13,321,584
1821,13,322,581
1822,13,328,648
1823,14,340,576
1824,18,345,577
1825,11,324,602
1826,17,324,590
1827,13,325,576
1828,15,325,581
1829,13,324,580
1830,13,326,705
1831,13,326,892
1832,13,321,588
1833,14,322,589
1834,17,320,581
1835,14,322,595
1836,17,321,593
1837,13,328,919
1838,17,320,597
1839,18,320,637
1840,14,324,668
1841,14,326,589
1842,18,321,586
1843,14,320,581
1844,14,314,868
1845,14,313,897
1846,14,327,629
1847,16,323,575
1848,15,323,573
1849,16,324,583
1850,16,323,582
1851,16,326,590
1852,17,326,594
1853,16,329,638
1854,15,326,591
1855,17,326,591
1856,16,326,712
1857,17,322,588
1858,17,321,592
1859,17,326,859
1860,13,322,575
1861,19,327,914
1862,15,324,909
1863,14,305,883
1864,16,303,887
1865,12,304,669
1866,14,305,622
1867,18,302,601
1868,16,304,600
1869,17,304,598
1870,19,304,592
1871,17,303,596
1872,18,307,606
1873,18,318,859
1874,20,324,587
1875,10,313,870
1876,11,307,743
1877,13,323,576
1878,22,322,582
1879,15,322,627
1880,21,323,634
1881,16,323,639
1882,18,333,658
1883,18,349,481
1884,15,349,504
1885,19,350,573
1886,17,324,586
1887,16,321,592
1888,15,322,653
1889,14,322,659
1890,15,320,737
1891,15,297,741
1892,15,324,744
1893,15,320,574
1894,14,322,571
1895,15,323,575
1896,16,321,582
1897,17,323,586
1898,16,322,614
1899,15,324,661
1900,14,339,599
1901,17,348,472
1902,14,347,432
1903,15,348,457
1904,15,348,506
1905,14,348,472
1906,16,332,654
1907,15,330,904
1908,12,326,680
1909,17,325,585
1910,18,324,629
1911,17,327,1068
1912,17,320,595
1913,16,320,647
1914,15,324,677
1915,18,345,912
1916,15,338,547
1917,14,340,470
1918,15,347,506
1919,14,355,1218
1920,20,336,598
1921,15,325,854
1922,19,324,568
1923,13,325,581
1924,12,328,706
1925,13,324,591
1926,13,324,577
1927,12,325,589
1928,14,324,579
1929,13,328,898
1930,13,325,648
1931,13,329,706
1932,13,326,862
1933,13,319,746
1934,13,301,588
1935,16,301,588
1936,19,302,581
1937,12,302,645
1938,13,303,606
1939,13,300,596
1940,13,317,589
1941,16,323,605
1942,18,327,594
1943,14,327,592
1944,14,344,419
1945,15,347,572
1946,14,345,423
1947,14,324,583
1948,14,333,583
1949,12,345,421
1950,12,345,500
1951,14,346,427
1952,12,345,487
1953,11,344,421
1954,12,339,595
1955,15,344,575
1956,16,324,583
1957,12,325,593
1958,12,321,581
1959,14,321,574
1960,13,320,602
1961,13,326,598
1962,11,324,587
1963,14,325,581
1964,11,326,582
1965,15,329,594
1966,13,327,582
1967,12,327,582
1968,13,330,629
1969,12,335,594
1970,15,347,437
1971,16,350,482
1972,16,347,450
1973,15,347,461
1974,14,347,446
1975,15,348,463
1976,17,345,432
1977,15,344,428
1978,16,345,454
1979,15,346,420
1980,15,347,498
1981,16,346,488
1982,16,346,535
1983,14,349,529
1984,16,345,524
1985,14,351,950
1986,12,344,470
1987,17,336,584
1988,11,323,738
1989,13,342,422
1990,17,347,509
1991,15,345,454
1992,16,344,426
1993,15,343,562
1994,16,321,593
1995,15,323,738
1996,12,307,594
1997,13,303,594
1998,12,302,590
1999,13,302,580
2000,12,319,655
2001,12,324,584
2002,16,339,584
2003,16,328,582
2004,16,307,874
2005,17,342,579
2006,12,342,423
2007,14,345,417
2008,17,345,486
2009,12,343,460
2010,11,346,422
2011,12,348,425
2012,12,345,425
2013,12,345,427
2014,12,345,422
2015,13,343,425
2016,16,350,635
2017,14,346,471
2018,14,348,472
2019,12,350,496
2020,13,354,484
2021,13,360,905
2022,11,332,598
2023,13,326,619
2024,13,317,574
2025,13,310,580
2026,13,314,579
2027,13,316,570
2028,12,314,602
2029,13,316,580
2030,12,317,598
2031,12,326,584
2032,12,335,702
2033,15,330,642
2034,13,327,586
2035,12,326,590
2036,12,322,588
2037,15,322,579
2038,15,325,580
2039,16,321,582
2040,15,322,584
2041,15,322,575
2042,15,324,585
2043,15,325,580
2044,15,328,591
2045,14,327,584
2046,16,322,582
2047,15,324,578
2048,14,322,583
2049,15,324,581
2050,20,329,626
2051,17,345,586
2052,13,344,491
2053,15,345,500
2054,17,334,587
2055,14,333,578
2056,14,344,485
2057,16,347,478
2058,18,344,468
2059,15,345,424
2060,15,346,490
2061,16,347,483
2062,18,346,417
2063,20,341,424
2064,16,329,590
2065,13,337,591
2066,17,333,586
2067,20,325,641
2068,17,323,584
2069,17,325,596
2070,17,322,591
2071,16,321,582
2072,16,318,734
2073,16,298,746
2074,18,299,752
2075,16,301,746
2076,18,304,750
2077,16,303,743
2078,17,306,929
2079,19,305,895
2080,18,326,948
2081,18,323,898
2082,19,312,887
2083,17,319,889
2084,14,323,580
2085,13,319,668
2086,14,323,664
2087,13,329,724
2088,13,328,590
2089,14,324,592
2090,14,327,580
2091,14,330,706
2092,14,327,695
2093,13,345,2084
2094,18,325,578
2095,15,333,1231
2096,14,329,926
2097,12,328,657
2098,14,318,863
2099,16,303,597
2100,13,323,679
2101,11,320,654
2102,13,322,578
2103,19,323,579
2104,12,325,580
2105,11,341,574
2106,12,325,584
2107,12,324,584
2108,13,325,668
2109,13,327,838
2110,13,323,637
2111,13,325,599
2112,13,323,640
2113,16,322,587
2114,15,332,588
2115,14,337,580
2116,15,320,587
2117,16,322,597
2118,16,321,588
2119,16,321,586
2120,15,320,582
2121,16,326,900
2122,21,324,664
2123,14,316,902
2124,17,320,954
2125,19,319,884
2126,19,323,597
2127,16,323,586
2128,18,323,583
2129,16,326,647
2130,17,328,644
2131,17,325,607
2132,17,322,587
2133,16,330,589
2134,18,324,583
2135,16,323,627
2136,17,326,663
2137,16,334,1243
2138,11,324,596
2139,17,322,598
2140,16,317,593
2141,23,329,589
2142,22,321,590
2143,20,316,565
2144,15,339,692
2145,14,343,583
2146,20,338,579
2147,19,344,471
2148,16,347,558
2149,16,342,482
2150,15,343,425
2151,15,346,621
2152,16,341,506
2153,15,348,629
2154,14,344,478
2155,15,345,432
2156,15,345,520
2157,14,352,540
2158,14,344,497
2159,16,335,642
2160,16,320,847
2161,17,322,584
2162,18,338,582
2163,14,344,424
2164,11,345,450
2165,14,345,491
2166,12,346,419
2167,15,345,414
2168,11,345,419
2169,12,344,414
2170,13,345,423
2171,11,345,498
2172,12,346,497
2173,16,339,585
2174,15,328,581
2175,15,347,483
2176,15,348,500
2177,15,345,486
2178,16,345,532
2179,16,335,587
2180,15,345,458
2181,14,347,488
2182,16,332,587
2183,15,320,588
2184,16,321,585
2185,13,328,588
2186,14,342,578
2187,15,324,631
2188,14,321,587
2189,14,322,588
2190,13,325,582
2191,15,326,577
2192,15,323,586
2193,13,329,634
2194,14,327,644
2195,17,323,578
2196,15,327,582
2197,15,322,664
2198,15,315,598
2199,17,316,583
2200,15,325,583
2201,15,329,1662
2202,14,313,853
2203,11,331,969
2204,13,325,578
2205,11,330,588
2206,12,347,916
2207,14,336,646
2208,17,326,593
2209,17,331,587
2210,13,322,595
2211,12,329,586
2212,13,325,599
2213,11,303,593
2214,16,303,592
2215,16,301,588
2216,16,311,749
2217,16,301,748
2218,14,318,747
2219,13,329,595
2220,15,327,587
2221,15,325,593
2222,15,335,592
2223,15,346,550
2224,17,342,505
2225,16,346,490
2226,11,346,475
2227,12,333,961
2228,15,345,425
2229,15,337,579
2230,15,323,579
2231,15,321,576
2232,17,322,582
2233,16,322,583
2234,17,326,692
2235,17,302,748
2236,17,299,759
2237,18,301,760
2238,18,301,756
2239,18,313,960
2240,18,320,584
2241,12,335,595
2242,14,328,588
2243,17,322,580
2244,11,324,580
2245,11,325,595
2246,11,364,1279
2247,12,323,583
2248,13,326,595
2249,13,328,672
2250,12,323,592
2251,14,324,585
2252,14,324,599
2253,15,316,633
2254,14,315,583
2255,12,313,611
2256,12,338,434
2257,14,338,426
2258,13,343,546
2259,11,322,710
2260,12,311,632
2261,15,318,681
2262,13,321,577
2263,14,321,576
2264,15,321,584
2265,14,322,582
2266,15,324,640
2267,15,326,587
2268,14,326,594
2269,14,325,581
2270,13,324,581
2271,14,321,593
2272,14,322,744
2273,9,324,583
2274,14,327,581
2275,13,337,594
2276,16,346,425
2277,12,348,489
2278,11,346,513
2279,12,346,441
2280,13,345,416
2281,14,347,432
2282,15,347,453
2283,12,347,499
2284,12,346,419
2285,14,347,425
2286,12,346,416
2287,14,346,509
2288,11,345,449
2289,17,349,504
2290,14,329,590
2291,17,324,587
2292,14,323,580
2293,14,322,583
2294,13,323,587
2295,14,325,605
2296,14,322,664
2297,14,323,591
2298,14,324,591
2299,18,322,640
2300,15,323,664
2301,15,323,604
2302,18,323,588
2303,14,342,581
2304,17,322,572
2305,16,324,572
2306,16,319,577
2307,16,304,589
2308,13,304,712
2309,12,305,874
2310,13,302,588
2311,14,302,585
2312,14,297,591
2313,14,293,573
2314,14,295,594
2315,13,298,583
2316,13,304,695
2317,12,301,676
2318,12,303,598
2319,12,303,649
2320,13,309,628
2321,12,320,591
2322,14,320,848
2323,16,322,755
2324,13,333,1220
2325,18,332,893
2326,13,320,735
2327,13,301,820
2328,10,300,746
2329,9,300,745
2330,17,321,735
2331,10,347,598
2332,11,339,577
2333,14,348,484
2334,14,335,583
2335,15,325,584
2336,15,325,586
2337,15,319,750
2338,17,328,570
2339,17,324,584
2340,16,326,594
2341,18,322,578
2342,15,321,578
2343,15,323,584
2344,16,325,582
2345,16,323,582
2346,17,324,637
2347,16,324,594
2348,15,325,673
2349,17,326,604
2350,18,326,894
2351,17,327,592
2352,19,327,586
2353,15,326,580
2354,14,327,638
2355,15,322,593
2356,16,323,590
2357,15,321,585
2358,15,322,592
2359,15,321,587
2360,15,319,579
2361,14,322,580
2362,16,323,579
2363,16,326,589
2364,16,330,973
2365,17,326,599
2366,18,337,581
2367,18,346,464
2368,15,342,532
2369,14,337,502
2370,16,341,580
2371,14,326,594
2372,13,314,762
2373,13,317,881
2374,14,320,895
2375,13,323,744
2376,14,320,581
2377,15,323,657
2378,17,323,576
2379,15,325,586
2380,15,322,584
2381,14,322,580
2382,15,322,583
2383,14,321,577
2384,15,329,590
2385,14,331,596
2386,18,321,582
2387,16,324,638
2388,13,322,660
2389,13,314,746
2390,13,324,581
2391,14,323,588
2392,11,323,666
2393,13,323,590
2394,12,324,590
2395,12,328,593
2396,10,347,428
2397,11,346,474
2398,13,335,580
2399,12,337,582
2400,14,366,621
2401,14,333,635
2402,23,324,591
2403,14,324,585
2404,16,324,584
2405,14,324,588
2406,14,324,585
2407,14,326,594
2408,15,330,583
2409,15,340,573
2410,16,341,586
2411,12,351,486
2412,12,348,428
2413,12,344,494
2414,12,330,582
2415,14,325,580
2416,12,328,641
2417,11,336,1104
2418,12,342,596
2419,13,337,576
2420,14,329,604
2421,13,321,598
2422,13,328,1157
2423,17,319,582
2424,19,318,586
2425,11,317,641
2426,12,321,743
2427,13,326,578
2428,12,328,586
2429,11,335,1266
2430,11,327,586
2431,11,328,834
2432,11,332,608
2433,11,346,647
2434,13,325,580
2435,15,338,1666
2436,12,319,579
2437,13,319,589
2438,13,320,677
2439,14,320,592
2440,13,322,661
2441,13,323,596
2442,17,305,734
2443,14,310,596
2444,13,307,674
2445,14,303,591
2446,16,307,736
2447,16,324,595
2448,14,323,582
2449,13,330,588
2450,13,344,413
2451,15,344,418
2452,15,345,418
2453,16,344,422
2454,15,346,621
2455,15,345,454
2456,15,345,420
2457,14,344,416
2458,14,339,579
2459,14,325,653
2460,15,324,584
2461,14,322,581
2462,15,323,648
2463,16,322,658
2464,14,326,595
2465,15,323,580
2466,15,327,605
2467,15,320,580
2468,15,322,575
2469,15,322,635
2470,14,322,584
2471,15,302,584
2472,15,303,598
2473,15,305,656
2474,16,315,661
2475,16,327,729
2476,12,334,628
2477,13,334,637
2478,14,326,730
2479,15,322,576
2480,14,329,636
2481,13,326,879
2482,15,322,580
2483,14,327,591
2484,10,327,832
2485,10,326,873
2486,11,322,605
2487,10,323,608
2488,9,326,671
2489,10,321,598
2490,10,304,861
2491,11,299,748
2492,10,321,750
2493,13,325,825
2494,12,345,1465
2495,12,330,584
2496,19,323,679
2497,15,325,595
2498,15,323,585
2499,17,324,586
2500,14,324,589
2501,18,340,580
2502,14,345,417
2503,16,347,601
2504,15,345,416
2505,15,345,419
2506,15,349,491
2507,13,349,462
2508,14,346,418
2509,14,346,432
2510,14,347,532
2511,13,346,506
2512,15,345,496
2513,13,344,476
2514,14,327,577
2515,15,322,572
2516,12,324,664
2517,10,322,569
2518,10,321,580
2519,10,323,574
2520,9,323,586
2521,9,324,660
2522,10,314,748
2523,10,299,739
2524,12,300,760
2525,14,301,758
2526,11,300,752
2527,11,299,749
2528,11,326,900
2529,11,349,1159
2530,16,351,431
2531,15,357,689
2532,16,353,1489
2533,16,330,627
2534,12,346,558
2535,13,324,568
2536,10,323,635
2537,15,318,566
2538,9,315,602
2539,9,316,625
2540,10,315,654
2541,10,318,594
2542,12,333,861
2543,12,347,464
2544,13,345,512
2545,15,344,901
2546,15,334,574
2547,15,321,662
2548,13,318,731
2549,13,325,728
2550,16,300,860
2551,16,335,586
2552,14,320,738
2553,15,325,592
2554,17,327,668
2555,17,322,732
2556,16,322,584
2557,16,323,588
2558,14,323,586
2559,13,323,590
2560,15,338,576
2561,15,335,647
2562,16,340,576
2563,15,345,422
2564,14,347,504
2565,14,344,450
2566,14,344,418
2567,15,343,416
2568,16,346,571
2569,15,343,417
2570,17,350,458
2571,13,345,420
2572,13,332,590
2573,14,321,586
2574,15,322,582
2575,15,320,589
2576,14,332,595
2577,14,347,428
2578,15,344,463
2579,14,345,500
2580,14,347,458
2581,14,345,424
2582,13,342,418
2583,14,346,457
2584,14,345,421
2585,12,347,465
2586,14,348,460
2587,13,351,566
2588,14,346,435
2589,14,345,465
2590,15,351,549
2591,12,348,488
2592,15,347,517
2593,20,345,555
2594,14,327,579
2595,10,326,720
2596,10,326,648
2597,12,324,611
2598,11,325,608
2599,11,324,594
2600,16,324,601
2601,11,324,602
2602,12,335,590
2603,11,337,562
2604,13,321,882
2605,11,326,587
2606,15,308,752
2607,12,325,607
2608,17,306,854
2609,18,322,584
2610,13,318,995
2611,16,326,577
2612,16,316,742
2613,17,322,754
2614,15,323,591
2615,12,322,598
2616,13,322,586
2617,13,325,728
2618,15,326,596
2619,13,322,602
2620,13,319,746
2621,15,334,587
2622,15,346,416
2623,14,329,578
2624,14,328,586
2625,17,318,854
2626,13,322,582
2627,16,324,580
2628,16,321,581
2629,17,322,587
2630,17,321,587
2631,17,301,745
2632,16,301,761
2633,10,299,747
2634,12,302,851
2635,11,305,820
2636,11,328,583
2637,10,324,581
2638,12,326,742
2639,12,324,600
2640,16,338,594
2641,12,348,462
2642,16,348,476
2643,15,347,423
2644,15,348,430
2645,15,348,430
2646,20,347,498
2647,15,347,430
2648,17,349,471
2649,15,352,602
2650,21,352,495
2651,15,351,434
2652,15,338,583
2653,14,301,584
2654,16,316,591
2655,16,331,571
2656,16,348,552
2657,15,345,476
2658,18,344,511
2659,16,344,421
2660,15,346,496
2661,17,341,429
2662,16,332,584
2663,15,321,581
2664,12,324,685
2665,12,306,658
2666,12,322,626
2667,12,344,432
2668,15,330,570
2669,15,327,664
2670,16,321,586
2671,16,318,594
2672,14,314,672
2673,13,320,879
2674,14,320,579
2675,12,324,573
2676,11,323,578
2677,11,322,583
2678,12,324,585
2679,11,323,579
2680,12,321,596
2681,13,338,582
2682,22,343,471
2683,14,345,491
2684,11,345,423
2685,13,345,419
2686,14,347,432
2687,16,344,423
2688,18,343,416
2689,12,343,425
2690,13,343,425
2691,14,342,463
2692,12,343,420
2693,13,343,421
2694,11,343,422
2695,12,343,425
2696,12,344,426
2697,14,344,463
2698,13,347,498
2699,13,351,496
2700,13,391,1276
2701,12,365,529
2702,15,346,474
2703,11,346,482
2704,12,342,506
2705,11,341,562
2706,11,321,585
2707,15,326,623
2708,12,317,583
2709,12,317,594
2710,13,323,897
2711,13,338,882
2712,13,324,623
2713,12,325,585
2714,13,339,633
2715,13,345,417
2716,16,357,930
2717,15,346,531
2718,16,341,430
2719,15,345,543
2720,15,338,1116
2721,15,323,648
2722,16,321,717
2723,14,334,1047
2724,10,323,574
2725,15,304,1045
2726,10,314,897
2727,13,323,594
2728,14,338,581
2729,18,344,420
2730,15,347,479
2731,14,348,489
2732,15,348,534
2733,16,345,434
2734,16,331,583
2735,13,324,588
2736,15,321,579
2737,16,331,583
2738,15,343,414
2739,14,342,416
2740,14,339,568
2741,15,320,584
2742,14,321,582
2743,16,319,596
2744,15,320,581
2745,17,321,586
2746,16,327,696
2747,13,321,598
2748,13,324,590
2749,13,324,583
2750,14,344,494
2751,13,345,432
2752,14,348,477
2753,14,336,905
2754,14,342,579
2755,18,348,429
2756,16,348,497
2757,15,344,432
2758,15,351,469
2759,16,348,458
2760,15,347,609
2761,17,343,496
2762,15,346,473
2763,15,342,524
2764,16,352,542
2765,15,345,490
2766,15,347,522
2767,16,339,594
2768,16,349,672
2769,11,345,427
2770,12,347,494
2771,11,345,478
2772,12,340,448
2773,15,340,620
2774,11,339,503
2775,12,337,1367
2776,13,321,587
2777,11,324,597
2778,11,324,606
2779,10,345,576
2780,13,344,412
2781,12,343,595
2782,11,326,588
2783,15,339,583
2784,13,343,413
2785,15,333,582
2786,16,323,585
2787,15,322,634
2788,17,332,592
2789,17,346,447
2790,15,344,456
2791,15,346,604
2792,16,334,577
2793,15,326,580
2794,19,324,649
2795,16,323,575
2796,15,321,578
2797,15,323,580
2798,15,321,587
2799,15,303,585
2800,16,298,582
2801,15,308,965
2802,15,323,888
2803,12,323,587
2804,14,321,581
2805,13,317,576
2806,14,321,579
2807,13,319,582
2808,15,321,577
2809,15,325,583
2810,15,323,585
2811,15,322,581
2812,16,321,581
2813,14,324,582
2814,15,330,1075
2815,14,336,1054
2816,14,353,848
2817,15,339,494
2818,15,332,486
2819,14,342,479
2820,15,341,431
2821,13,342,448
2822,16,339,458
2823,17,343,434
2824,15,343,559
2825,20,344,448
2826,15,345,428
2827,15,346,532
2828,15,345,542
2829,14,343,578
2830,15,311,866
2831,16,321,808
2832,11,325,703
2833,9,318,852
2834,11,334,585
2835,13,327,587
2836,16,326,583
2837,14,324,581
2838,15,324,582
2839,14,323,578
2840,14,324,581
2841,14,324,583
2842,16,342,579
2843,14,340,580
2844,15,324,578
2845,16,315,655
2846,19,316,1051
2847,14,324,626
2848,10,322,586
2849,12,327,864
2850,13,323,578
2851,12,323,582
2852,11,323,585
2853,13,321,581
2854,13,321,582
2855,16,321,580
2856,13,321,580
2857,13,322,578
2858,14,320,570
2859,13,319,581
2860,14,306,647
2861,12,301,741
2862,13,299,746
2863,13,316,880
2864,13,325,594
2865,12,322,584
2866,15,322,583
2867,14,338,581
2868,15,346,462
2869,15,346,483
2870,16,347,425
2871,15,351,499
2872,17,356,473
2873,15,348,483
2874,16,347,472
2875,16,342,666
2876,16,334,458
2877,15,336,598
2878,16,306,904
2879,15,294,1029
2880,13,292,1042
2881,15,306,676
2882,14,323,687
2883,16,330,847
2884,15,332,1264
2885,19,340,443
2886,15,344,661
2887,16,321,573
2888,14,320,582
2889,13,323,687
2890,13,326,593
2891,17,323,600
2892,13,302,597
2893,17,309,670
2894,17,347,572
2895,13,345,480
2896,16,344,471
2897,15,324,617
2898,17,324,863
2899,11,327,581
2900,15,345,422
2901,16,344,420
2902,15,342,420
2903,16,335,658
2904,12,344,429
2905,15,342,574
2906,16,323,577
2907,16,325,578
2908,15,322,573
2909,16,325,638
2910,15,323,575
2911,16,335,662
2912,16,322,583
2913,16,322,614
2914,17,325,663
2915,15,320,579
2916,16,318,577
2917,15,321,584
2918,15,320,577
2919,15,321,584
2920,17,309,738
2921,15,299,740
2922,16,303,969
2923,17,299,739
2924,17,298,743
2925,17,318,748
2926,18,328,657
2927,16,323,592
2928,14,325,603
2929,14,348,539
2930,16,345,502
2931,14,346,507
2932,14,346,537
2933,13,344,425
2934,14,344,433
2935,14,347,515
2936,13,346,467
2937,14,349,573
2938,14,348,430
2939,13,346,422
2940,13,347,544
2941,20,346,515
2942,10,337,1010
2943,14,323,696
2944,10,312,622
2945,12,330,619
2946,20,324,590
2947,15,332,1100
2948,16,323,591
2949,17,321,590
2950,17,322,591
2951,16,325,591
2952,17,325,671
2953,17,326,660
2954,17,325,582
2955,15,330,580
2956,15,332,582
2957,17,326,587
2958,17,323,589
2959,21,328,601
2960,17,342,578
2961,15,348,523
2962,13,338,654
2963,12,322,597
2964,11,322,590
2965,12,342,418
2966,13,324,583
2967,12,323,588
2968,16,327,891
2969,15,325,590
2970,15,326,589
2971,13,325,592
2972,13,323,754
2973,13,325,596
2974,17,325,606
2975,14,324,593
2976,12,324,585
2977,13,326,592
2978,13,324,595
2979,13,321,602
2980,12,316,740
2981,13,301,737
2982,15,300,753
2983,13,302,752
2984,12,302,758
2985,16,306,887
2986,12,304,760
2987,13,326,878
2988,13,328,591
2989,13,330,592
2990,15,321,574
2991,14,319,638
2992,15,318,842
2993,14,332,601
2994,15,347,520
2995,11,327,662
2996,11,321,682
2997,14,321,619
2998,13,325,712
2999,13,322,598
3000,13,349,912
3001,16,333,638
3002,16,323,596
3003,13,323,598
3004,12,326,589
3005,14,338,692
3006,13,347,530
3007,15,337,1292
3008,15,334,1627
3009,12,326,596
3010,15,325,592
3011,18,322,588
3012,16,322,596
3013,16,323,598
3014,15,322,591
3015,15,323,582
3016,12,322,627
3017,11,322,588
3018,12,332,637
3019,11,345,462
3020,11,347,473
3021,17,309,1054
3022,15,328,587
3023,20,341,558
3024,14,324,572
3025,16,321,566
3026,15,322,568
3027,13,322,576
3028,12,323,571
3029,12,322,573
3030,11,322,562
3031,13,322,589
3032,13,323,586
3033,13,325,593
3034,14,342,595
3035,16,347,427
3036,17,348,441
3037,15,347,504
3038,15,350,474
3039,15,350,494
3040,14,351,589
3041,15,346,620
3042,18,348,496
3043,14,352,471
3044,14,345,464
3045,15,348,875
3046,14,342,453
3047,13,340,494
3048,13,343,572
3049,13,323,587
3050,15,319,584
3051,14,324,586
3052,14,328,584
3053,14,325,582
3054,14,329,580
3055,14,327,587
3056,23,320,585
3057,15,324,582
3058,15,324,581
3059,14,321,577
3060,14,319,578
3061,15,323,580
3062,15,324,578
3063,14,323,580
3064,21,322,575
3065,16,323,582
3066,15,327,577
3067,14,325,577
3068,14,332,580
3069,15,321,661
3070,17,327,566
3071,10,327,569
3072,11,324,571
3073,10,329,673
3074,11,322,585
3075,9,335,577
3076,11,346,524
3077,11,345,423
3078,13,344,412
3079,12,345,496
3080,13,326,582
3081,12,342,573
3082,13,347,564
3083,20,323,573
3084,15,322,569
3085,15,328,592
3086,16,322,580
3087,17,322,655
3088,16,320,592
3089,16,324,666
3090,19,325,683
3091,16,325,628
3092,15,322,597
3093,14,324,599
3094,15,325,597
3095,14,325,679
3096,15,331,598
3097,14,328,604
3098,16,325,632
3099,18,350,615
3100,15,355,528
3101,14,346,527
3102,15,317,930
3103,14,329,586
3104,10,323,590
3105,13,325,583
3106,13,324,579
3107,12,321,661
3108,13,323,675
3109,15,325,579
3110,12,324,652
3111,12,321,577
3112,12,319,605
3113,15,321,620
3114,14,324,653
3115,13,325,585
3116,19,325,592
3117,12,331,586
3118,18,325,583
3119,15,325,710
3120,16,319,592
3121,16,315,584
3122,13,307,585
3123,13,320,586
3124,14,314,870
3125,14,317,874
3126,14,322,587
3127,17,322,678
3128,17,323,587
3129,15,342,589
3130,18,347,432
3131,17,346,423
3132,16,347,508
3133,16,348,422
3134,16,331,565
3135,14,332,607
3136,12,346,481
3137,12,322,581
3138,12,323,588
3139,12,325,575
3140,12,323,586
3141,11,320,869
3142,13,321,593
3143,17,324,877
3144,12,325,591
3145,15,313,734
3146,15,306,738
3147,16,322,565
3148,15,326,572
3149,14,324,578
3150,11,330,588
3151,16,325,585
3152,12,322,576
3153,12,325,648
3154,13,327,582
3155,12,329,611
3156,13,326,658
3157,13,323,605
3158,15,318,662
3159,15,317,597
3160,13,296,589
3161,12,311,625
3162,14,323,1005
3163,16,317,616
3164,15,315,860
3165,17,329,595
3166,12,325,573
3167,13,323,575
3168,17,322,576
3169,14,322,572
3170,12,325,703
3171,13,321,693
3172,12,309,864
3173,13,303,861
3174,14,301,746
3175,13,300,742
3176,14,301,747
3177,13,305,975
3178,15,300,745
3179,13,301,754
3180,13,309,742
3181,14,323,589
3182,16,323,588
3183,17,322,582
3184,17,321,603
3185,16,303,594
3186,17,328,588
3187,16,346,423
3188,16,344,535
3189,16,343,418
3190,15,342,413
3191,15,344,484
3192,15,344,426
3193,17,337,565
3194,15,323,587
3195,15,324,586
3196,17,329,680
3197,17,320,580
3198,15,335,585
