t,cpuusage,avgtasktime,maxtasktime
3199,14,306,1074
3200,15,304,880
3201,9,303,877
3202,9,319,739
3203,9,322,584
3204,9,323,572
3205,15,317,585
3206,9,302,671
3207,10,301,593
3208,14,305,596
3209,10,306,664
3210,12,308,597
3211,11,308,597
3212,12,322,597
3213,12,326,635
3214,14,299,588
3215,12,292,585
3216,13,291,612
3217,21,294,582
3218,13,294,579
3219,13,294,579
3220,13,320,725
3221,13,328,579
3222,16,342,459
3223,15,337,444
3224,14,338,600
3225,15,338,488
3226,18,340,455
3227,20,343,467
3228,15,349,528
3229,16,349,513
3230,15,352,941
3231,11,326,737
3232,14,316,877
3233,19,322,587
3234,19,346,496
3235,14,324,594
3236,15,325,590
3237,11,324,586
3238,12,323,591
3239,13,323,647
3240,11,323,585
3241,11,324,610
3242,11,325,587
3243,11,327,585
3244,17,327,597
3245,11,325,590
3246,14,341,1407
3247,11,329,664
3248,16,320,572
3249,14,324,661
3250,15,307,867
3251,16,322,586
3252,10,322,585
3253,12,321,741
3254,10,324,587
3255,12,323,603
3256,13,321,593
3257,13,326,593
3258,14,346,487
3259,16,345,425
3260,15,346,464
3261,15,346,650
3262,14,332,658
3263,15,326,1010
3264,16,323,976
3265,18,302,828
3266,11,304,883
3267,11,310,936
3268,12,317,916
3269,11,325,892
3270,11,321,916
3271,11,314,897
3272,11,304,926
3273,12,304,756
3274,14,310,837
3275,12,324,592
3276,12,323,598
3277,11,325,586
3278,11,317,735
3279,11,323,569
3280,13,344,1153
3281,13,339,473
3282,15,346,492
3283,12,342,488
3284,11,345,507
3285,12,341,418
3286,11,343,512
3287,14,345,621
3288,11,332,1075
3289,11,314,584
3290,14,302,593
3291,12,302,586
3292,12,303,593
3293,13,302,591
3294,14,327,598
3295,12,326,632
3296,19,322,575
3297,14,316,755
3298,13,314,749
3299,16,322,585
3300,13,363,783
3301,12,358,520
3302,13,345,419
3303,14,343,427
3304,16,343,418
3305,16,345,488
3306,18,331,575
3307,15,322,579
3308,12,321,743
3309,12,326,584
3310,15,324,586
3311,11,325,595
3312,12,324,594
3313,12,325,596
3314,13,348,476
3315,12,324,580
3316,14,324,586
3317,16,324,585
3318,14,324,583
3319,13,325,588
3320,13,327,589
3321,12,327,592
3322,13,324,597
3323,12,328,597
3324,13,326,656
3325,12,326,919
3326,12,335,920
3327,16,318,879
3328,17,325,636
3329,14,320,593
3330,17,328,742
3331,17,324,654
3332,18,321,842
3333,19,304,739
3334,16,321,649
3335,12,296,861
3336,14,305,748
3337,10,304,886
3338,11,325,578
3339,13,324,578
3340,15,323,574
3341,13,319,592
3342,15,318,853
3343,12,324,652
3344,10,326,668
3345,11,315,738
3346,11,313,850
3347,12,323,590
3348,12,325,580
3349,14,323,582
3350,13,321,582
3351,12,321,577
3352,13,319,578
3353,12,323,587
3354,13,322,588
3355,14,323,885
3356,13,314,1048
3357,19,324,592
3358,17,323,582
3359,16,323,583
3360,17,321,578
3361,15,323,634
3362,16,321,578
3363,15,322,578
3364,16,322,575
3365,15,321,580
3366,16,323,581
3367,18,323,579
3368,16,325,579
3369,17,325,662
3370,17,322,573
3371,17,322,567
3372,15,329,593
3373,15,323,590
3374,16,323,580
3375,16,321,576
3376,17,308,585
3377,15,301,585
3378,15,323,1011
3379,10,321,586
3380,12,323,586
3381,12,323,619
3382,11,320,628
3383,11,315,868
3384,22,316,600
3385,12,319,638
3386,12,320,589
3387,14,325,597
3388,12,321,597
3389,12,324,590
3390,12,321,871
3391,22,325,865
3392,12,324,578
3393,12,311,854
3394,12,302,856
3395,13,344,2434
3396,15,330,1022
3397,15,325,593
3398,17,322,726
3399,16,336,1292
3400,16,318,597
3401,16,306,1184
3402,15,343,648
3403,17,343,582
3404,13,319,881
3405,16,320,588
3406,13,321,581
3407,13,319,579
3408,13,320,578
3409,12,319,582
3410,13,320,589
3411,12,320,579
3412,13,320,579
3413,13,319,580
3414,13,320,575
3415,12,323,601
3416,12,321,646
3417,13,322,571
3418,13,322,592
3419,14,321,582
3420,13,304,677
3421,14,302,632
3422,13,324,596
3423,13,326,867
3424,17,318,837
3425,20,326,673
3426,16,324,580
3427,15,321,582
3428,16,320,589
3429,15,323,633
3430,16,323,576
3431,16,324,570
3432,15,324,737
3433,14,320,576
3434,15,340,584
3435,14,347,571
3436,14,346,430
3437,14,355,517
3438,15,331,749
3439,16,303,617
3440,17,298,633
3441,16,319,602
3442,16,321,606
3443,22,316,608
3444,17,324,652
3445,15,315,622
3446,15,323,874
3447,14,332,1037
3448,14,327,632
3449,13,325,669
3450,13,325,590
3451,14,323,737
3452,13,308,596
3453,17,352,908
3454,15,349,533
3455,15,364,1191
3456,15,349,528
3457,16,350,484
3458,17,343,575
3459,20,324,654
3460,16,326,598
3461,17,342,419
3462,18,348,467
3463,15,346,445
3464,16,327,583
3465,15,325,587
3466,17,326,583
3467,15,326,594
3468,16,322,580
3469,14,330,572
3470,13,324,575
3471,14,324,860
3472,13,323,644
3473,15,326,592
3474,12,316,748
3475,11,299,751
3476,11,311,747
3477,10,321,577
3478,14,322,582
3479,12,321,577
3480,13,319,586
3481,14,320,586
3482,14,326,587
3483,15,325,594
3484,14,322,582
3485,12,332,582
3486,14,316,605
3487,14,343,424
3488,15,346,471
3489,15,346,435
3490,16,347,463
3491,15,346,482
3492,15,357,1138
3493,13,352,490
3494,14,335,628
3495,14,330,662
3496,14,328,589
3497,14,326,590
3498,16,328,627
3499,14,325,595
3500,15,342,838
3501,15,336,534
3502,14,334,461
3503,15,316,580
3504,14,322,653
3505,11,324,737
3506,13,331,1036
3507,16,327,577
3508,16,321,576
3509,16,323,578
3510,16,320,577
3511,18,320,580
3512,17,324,601
3513,14,320,588
3514,17,321,648
3515,17,322,594
3516,18,321,661
3517,17,322,666
3518,21,325,836
3519,17,317,739
3520,17,346,480
3521,15,334,568
3522,16,324,582
3523,16,319,750
3524,12,300,750
3525,14,319,753
3526,13,323,641
3527,14,326,580
3528,13,323,575
3529,15,323,585
3530,15,320,587
3531,15,312,748
3532,12,300,749
3533,11,316,750
3534,12,339,596
3535,16,344,419
3536,15,348,509
3537,15,346,544
3538,16,342,424
3539,16,345,475
3540,16,345,479
3541,15,346,425
3542,15,344,471
3543,14,343,418
3544,15,339,552
3545,16,322,573
3546,11,323,588
3547,12,339,590
3548,12,321,747
3549,16,302,742
3550,13,301,746
3551,12,301,744
3552,13,301,746
3553,13,302,878
3554,12,311,1049
3555,13,299,1044
3556,10,310,945
3557,11,317,907
3558,13,331,1244
3559,13,330,613
3560,16,329,668
3561,16,327,580
3562,16,340,572
3563,16,333,581
3564,14,329,674
3565,14,321,684
3566,15,322,590
3567,12,344,586
3568,15,347,478
3569,14,348,515
3570,16,324,578
3571,15,322,578
3572,12,319,579
3573,12,334,1286
3574,13,322,565
3575,13,326,615
3576,11,325,588
3577,12,322,631
3578,13,325,580
3579,13,324,660
3580,16,338,591
3581,17,330,892
3582,16,338,609
3583,18,347,424
3584,12,349,498
3585,12,347,480
3586,13,345,418
3587,12,344,424
3588,12,346,436
3589,11,345,488
3590,14,345,423
3591,12,343,413
3592,12,342,418
3593,12,346,422
3594,13,346,513
3595,12,338,584
3596,13,346,586
3597,13,344,471
3598,16,346,646
3599,14,344,414
3600,14,401,1651
3601,14,359,482
3602,17,346,432
3603,14,347,429
3604,15,361,1293
3605,14,351,431
3606,15,355,427
3607,14,361,511
3608,15,358,521
3609,15,345,460
3610,15,341,438
3611,16,349,494
3612,15,348,480
3613,16,332,579
3614,14,318,602
3615,11,315,839
3616,13,321,736
3617,13,329,850
3618,16,321,592
3619,14,322,678
3620,18,325,884
3621,14,322,667
3622,10,336,575
3623,11,334,578
3624,13,326,590
3625,12,341,617
3626,17,334,640
3627,12,326,640
3628,13,323,589
3629,12,333,868
3630,13,321,588
3631,14,326,578
3632,15,326,659
3633,16,323,587
3634,16,323,580
3635,16,324,581
3636,17,321,587
3637,18,323,584
3638,18,323,583
3639,16,324,581
3640,17,324,585
3641,16,318,731
3642,18,323,576
3643,15,324,870
3644,17,325,882
3645,13,324,599
3646,13,324,597
3647,15,324,586
3648,12,324,588
3649,18,324,588
3650,16,324,584
3651,12,324,600
3652,13,326,599
3653,12,324,602
3654,15,327,597
3655,13,328,592
3656,14,328,598
3657,18,323,596
3658,14,325,638
3659,14,324,591
3660,12,326,678
3661,12,327,594
3662,13,315,868
3663,12,316,638
3664,13,309,642
3665,12,327,646
3666,13,326,643
3667,15,320,594
3668,16,324,594
3669,14,322,583
3670,16,322,592
3671,16,327,593
3672,15,326,591
3673,14,330,878
3674,15,354,590
3675,15,321,588
3676,16,322,588
3677,17,315,865
3678,14,318,653
3679,11,327,877
3680,12,343,541
3681,11,344,593
3682,12,352,1198
3683,16,339,583
3684,11,324,584
3685,16,299,742
3686,12,301,732
3687,13,301,592
3688,13,302,658
3689,12,302,592
3690,20,318,628
3691,13,351,520
3692,17,316,576
3693,17,301,580
3694,14,301,576
3695,14,301,580
3696,17,302,583
3697,12,302,580
3698,13,302,586
3699,13,301,590
3700,12,308,592
3701,20,317,741
3702,16,320,728
3703,12,326,580
3704,12,327,590
3705,14,326,589
3706,13,327,638
3707,12,326,644
3708,12,325,597
3709,13,324,592
3710,13,308,883
3711,13,322,864
3712,14,325,581
3713,16,323,578
3714,15,321,587
3715,17,320,586
3716,17,320,596
3717,14,324,598
3718,15,321,585
3719,16,326,592
3720,16,325,599
3721,21,331,626
3722,17,331,645
3723,16,324,595
3724,21,321,595
3725,17,333,657
3726,17,316,591
3727,15,326,640
3728,13,325,592
3729,15,317,584
3730,15,324,592
3731,13,326,590
3732,12,326,710
3733,12,312,865
3734,14,308,858
3735,13,317,594
3736,12,354,1109
3737,14,353,1422
3738,15,337,589
3739,14,329,1120
3740,12,323,890
3741,16,325,682
3742,20,322,588
3743,17,310,885
3744,16,311,889
3745,11,305,740
3746,18,313,589
3747,14,326,592
3748,13,346,437
3749,16,345,445
3750,15,344,426
3751,16,348,423
3752,16,346,459
3753,16,347,610
3754,15,347,449
3755,15,348,472
3756,16,346,486
3757,15,347,503
3758,16,339,592
3759,15,300,746
3760,17,326,650
3761,10,303,758
3762,12,320,578
3763,10,321,580
3764,14,322,580
3765,14,324,581
3766,14,311,587
3767,15,301,578
3768,11,301,594
3769,12,301,578
3770,12,305,598
3771,11,324,602
3772,11,322,898
3773,13,314,911
3774,12,300,750
3775,12,301,750
3776,16,301,748
3777,10,309,939
3778,10,319,1724
3779,14,318,910
3780,12,313,957
3781,11,304,928
3782,12,300,749
3783,12,301,855
3784,12,303,867
3785,12,302,754
3786,16,313,752
3787,11,330,596
3788,15,327,586
3789,19,325,600
3790,12,324,584
3791,17,323,577
3792,11,322,576
3793,11,321,575
3794,13,324,588
3795,18,309,591
3796,11,302,591
3797,12,303,590
3798,17,302,592
3799,14,305,658
3800,12,302,589
3801,12,305,589
3802,12,324,682
3803,14,322,596
3804,11,326,705
3805,14,324,592
3806,14,327,597
3807,12,312,899
3808,15,316,661
3809,10,312,894
3810,11,313,889
3811,11,316,883
3812,13,325,840
3813,11,323,579
3814,15,327,624
3815,12,324,592
3816,13,323,590
3817,12,326,590
3818,14,332,593
3819,13,322,580
3820,16,336,740
3821,15,333,717
3822,17,344,535
3823,13,345,534
3824,15,344,474
3825,12,344,562
3826,13,324,572
3827,10,324,568
3828,10,324,661
3829,12,322,572
3830,11,326,573
3831,10,326,574
3832,10,330,580
3833,14,329,621
3834,10,325,748
3835,10,330,613
3836,14,325,586
3837,14,323,592
3838,14,325,588
3839,14,326,589
3840,16,327,591
3841,16,325,580
3842,15,326,584
3843,15,324,584
3844,15,324,586
3845,14,324,580
3846,15,323,596
3847,14,324,586
3848,21,322,586
3849,14,322,579
3850,16,326,579
3851,16,325,589
3852,14,324,653
3853,15,323,585
3854,14,329,650
3855,14,333,582
3856,15,347,508
3857,17,327,588
3858,16,314,752
3859,15,299,746
3860,12,305,750
3861,11,322,730
3862,12,325,881
3863,13,320,592
3864,16,325,601
3865,15,317,747
3866,16,308,742
3867,13,321,595
3868,18,325,620
3869,23,326,984
3870,13,321,578
3871,13,326,585
3872,17,325,580
3873,14,323,579
3874,14,323,582
3875,13,325,583
3876,13,324,587
3877,14,322,573
3878,14,325,582
3879,15,323,582
3880,17,322,646
3881,14,315,888
3882,10,313,903
3883,11,328,580
3884,14,326,574
3885,15,329,569
3886,16,326,570
3887,15,329,578
3888,16,327,572
3889,14,325,570
3890,16,325,574
3891,15,325,577
3892,19,326,573
3893,17,308,735
3894,16,303,679
3895,20,304,1045
3896,20,298,639
3897,15,292,714
3898,15,310,893
3899,9,320,871
3900,10,348,957
3901,10,333,671
3902,14,333,586
3903,15,325,584
3904,16,327,674
3905,16,323,583
3906,19,321,583
3907,16,323,584
3908,17,322,578
3909,17,323,582
3910,17,334,570
3911,16,333,576
3912,15,324,597
3913,10,324,593
3914,11,323,741
3915,10,335,591
3916,12,347,590
3917,15,327,597
3918,13,323,586
3919,16,328,584
3920,15,326,591
3921,15,324,636
3922,15,323,594
3923,16,320,626
3924,18,324,592
3925,12,316,738
3926,15,306,893
3927,13,322,585
3928,14,325,673
3929,13,324,587
3930,15,326,593
3931,13,309,877
3932,18,299,740
3933,15,299,753
3934,15,300,887
3935,15,298,743
3936,15,298,759
3937,19,298,740
3938,14,298,750
3939,14,300,739
3940,16,321,587
3941,15,311,738
3942,11,303,870
3943,12,318,887
3944,14,318,1060
3945,14,304,895
3946,15,312,890
3947,13,321,943
3948,14,328,620
3949,15,324,630
3950,13,323,889
3951,13,329,883
3952,15,320,664
3953,16,301,598
3954,17,300,592
3955,15,299,592
3956,15,310,854
3957,15,311,849
3958,16,304,876
3959,13,300,586
3960,16,304,645
3961,14,304,594
3962,16,304,669
3963,14,305,658
3964,17,316,887
3965,17,328,954
3966,17,325,586
3967,14,359,1197
3968,16,345,520
3969,15,345,423
3970,15,344,497
3971,15,346,504
3972,15,345,488
3973,15,340,567
3974,15,326,572
3975,14,324,926
3976,16,322,585
3977,19,325,595
3978,17,324,847
3979,17,308,747
3980,16,307,881
3981,9,313,906
3982,13,310,1031
3983,9,312,879
3984,12,319,879
3985,13,321,591
3986,17,334,597
3987,16,344,419
3988,16,343,421
3989,16,343,420
3990,16,346,426
3991,14,347,496
3992,15,347,429
3993,14,350,503
3994,15,349,500
3995,16,350,694
3996,14,345,498
3997,14,346,480
3998,16,317,877
3999,15,321,581
4000,12,342,587
4001,11,339,583
4002,14,328,596
4003,11,329,636
4004,10,326,769
4005,10,323,899
4006,13,311,714
4007,11,321,855
4008,13,321,574
4009,13,334,872
4010,12,321,578
4011,12,325,581
4012,13,316,906
4013,14,321,599
4014,14,328,674
4015,16,329,865
4016,20,321,589
4017,20,324,618
4018,17,320,650
4019,17,322,653
4020,19,319,583
4021,18,323,592
4022,18,323,590
4023,18,324,596
4024,16,324,588
4025,17,328,931
4026,17,333,654
4027,17,328,581
4028,17,323,578
4029,15,323,583
4030,15,324,587
4031,15,323,587
4032,15,322,584
4033,16,321,590
4034,18,302,581
4035,16,302,595
4036,16,300,589
4037,14,324,593
4038,13,326,592
4039,15,328,596
4040,13,325,590
4041,14,325,591
4042,15,316,895
4043,14,316,977
4044,14,317,894
4045,7,327,875
4046,10,320,603
4047,13,322,564
4048,14,324,582
4049,11,322,586
4050,14,329,589
4051,12,329,578
4052,15,345,489
4053,12,344,431
4054,13,345,468
4055,11,344,421
4056,11,346,450
4057,11,348,479
4058,12,353,978
4059,11,351,459
4060,10,340,742
4061,13,331,839
4062,10,331,660
4063,10,322,835
4064,12,320,714
4065,11,320,593
4066,10,319,898
4067,10,317,585
4068,11,316,608
4069,10,318,623
4070,10,325,872
4071,10,326,1122
4072,13,317,615
4073,10,322,632
4074,10,337,690
4075,16,327,588
4076,21,323,582
4077,19,322,586
4078,17,322,589
4079,14,324,579
4080,14,326,631
4081,14,331,694
4082,17,327,592
4083,14,329,848
4084,18,326,581
4085,14,326,584
4086,14,327,663
4087,14,326,583
4088,16,336,580
4089,13,348,468
4090,16,329,588
4091,15,327,672
4092,16,324,589
4093,14,315,604
4094,14,334,600
4095,14,332,664
4096,16,339,580
4097,21,343,429
4098,17,343,420
4099,16,345,533
4100,16,344,483
4101,10,343,420
4102,16,341,568
4103,15,324,580
4104,15,324,586
4105,15,326,654
4106,16,337,588
4107,18,347,495
4108,15,336,596
4109,17,322,584
4110,15,324,580
4111,14,323,586
4112,12,320,587
4113,11,321,586
4114,14,323,595
4115,15,325,597
4116,14,323,591
4117,12,320,597
4118,13,328,613
4119,13,324,614
4120,12,322,625
4121,13,336,548
4122,15,335,601
4123,14,337,469
4124,15,338,488
4125,15,344,498
4126,15,341,565
4127,14,343,500
4128,16,344,546
4129,15,348,538
4130,15,343,472
4131,20,342,424
4132,16,345,522
4133,15,343,419
4134,16,346,471
4135,15,351,567
4136,15,348,622
4137,14,344,453
4138,15,346,693
4139,17,323,589
4140,12,324,580
4141,11,338,586
4142,13,329,898
4143,13,328,655
4144,17,312,753
4145,17,325,601
4146,16,324,584
4147,18,323,594
4148,13,324,583
4149,17,323,580
4150,13,322,579
4151,14,321,583
4152,17,324,582
4153,14,325,581
4154,13,304,591
4155,14,310,742
4156,11,347,594
4157,12,344,452
4158,15,347,494
4159,20,349,637
4160,21,344,424
4161,15,340,579
4162,21,322,584
4163,15,323,581
4164,16,322,581
4165,15,307,590
4166,15,309,594
4167,13,329,920
4168,12,324,641
4169,13,325,747
4170,16,326,589
4171,18,325,590
4172,16,327,580
4173,16,330,645
4174,16,330,627
4175,15,327,635
4176,15,322,628
4177,15,323,629
4178,16,327,579
4179,16,330,661
4180,17,325,580
4181,14,304,756
4182,16,309,974
4183,13,304,869
4184,17,319,1122
4185,13,302,751
4186,14,325,941
4187,13,324,576
4188,16,342,2010
4189,16,342,842
4190,15,347,474
4191,17,343,570
4192,16,340,1798
4193,17,325,708
4194,20,323,580
4195,17,325,672
4196,17,347,537
4197,14,345,460
4198,14,346,452
4199,15,345,422
4200,15,360,640
4201,16,335,641
4202,17,325,582
4203,15,336,619
4204,15,340,585
4205,15,322,584
4206,18,323,579
4207,15,323,581
4208,14,323,582
4209,16,316,576
4210,17,302,590
4211,16,300,640
4212,13,299,580
4213,17,299,589
4214,15,297,755
4215,16,324,584
4216,16,323,581
4217,15,324,611
4218,16,335,650
4219,13,347,430
4220,15,348,435
4221,14,349,472
4222,15,352,653
4223,14,331,616
4224,15,326,576
4225,15,319,588
4226,16,320,581
4227,16,322,591
4228,14,311,758
4229,14,300,856
4230,14,302,740
4231,14,306,904
4232,14,311,894
4233,18,310,930
4234,16,318,926
4235,15,305,980
4236,15,301,851
4237,15,312,889
4238,15,327,589
4239,11,326,593
4240,11,341,586
4241,11,329,576
4242,15,322,588
4243,13,322,576
4244,13,327,579
4245,12,324,576
4246,16,320,571
4247,12,321,580
4248,12,301,599
4249,14,303,645
4250,13,302,587
4251,13,317,627
4252,16,322,910
4253,13,333,695
4254,13,325,591
4255,13,324,588
4256,18,324,591
4257,13,324,606
4258,14,325,593
4259,12,325,598
4260,13,323,586
4261,12,325,596
4262,17,325,587
4263,13,326,607
4264,14,324,587
4265,14,320,876
4266,18,312,631
4267,18,302,589
4268,15,301,589
4269,15,301,584
4270,16,313,596
4271,15,323,596
4272,14,323,591
4273,13,322,598
4274,14,324,592
4275,13,326,601
4276,13,339,1193
4277,13,328,602
4278,14,327,623
4279,16,325,620
4280,13,309,749
4281,13,313,1742
4282,14,324,757
4283,12,343,591
4284,14,342,576
4285,15,323,902
4286,14,334,612
4287,15,331,690
4288,16,324,596
4289,16,317,580
4290,18,317,582
4291,15,340,478
4292,14,338,485
4293,12,347,504
4294,13,342,561
4295,15,347,606
4296,15,348,433
4297,13,349,601
4298,14,347,509
4299,13,339,589
4300,14,341,579
4301,12,339,577
4302,15,324,586
4303,16,326,589
4304,16,323,582
4305,14,324,584
4306,17,325,658
4307,16,324,672
4308,15,324,578
4309,14,326,583
4310,16,323,577
4311,16,324,581
4312,16,323,586
4313,16,332,597
4314,16,325,741
4315,15,326,625
4316,18,326,714
4317,17,325,599
4318,18,325,601
4319,22,308,757
4320,17,323,575
4321,16,322,575
4322,15,324,584
4323,17,324,579
4324,15,325,579
4325,16,326,581
4326,16,326,579
4327,17,323,581
4328,15,322,581
4329,14,326,586
4330,14,325,593
4331,16,321,596
4332,15,318,584
4333,14,323,890
4334,12,310,583
4335,13,308,740
4336,16,300,745
4337,17,300,751
4338,19,299,755
4339,18,301,750
4340,19,300,749
4341,17,300,1004
4342,19,317,891
4343,17,310,1088
4344,17,308,627
4345,18,329,630
4346,16,325,635
4347,17,326,899
4348,17,328,593
4349,13,312,588
4350,11,316,604
4351,13,322,584
4352,12,322,585
4353,11,328,585
4354,13,324,586
4355,15,324,583
4356,12,322,574
4357,12,320,574
4358,12,322,664
4359,11,323,582
4360,13,315,583
4361,11,314,590
4362,13,313,878
4363,18,325,582
4364,18,325,635
4365,16,330,594
4366,17,330,587
4367,13,323,592
4368,10,322,593
4369,10,321,583
4370,11,324,643
4371,13,322,584
4372,13,325,706
4373,13,325,595
4374,16,324,584
4375,15,340,572
4376,12,347,524
4377,15,347,424
4378,16,345,488
4379,15,346,491
4380,16,343,590
4381,15,322,587
4382,19,320,569
4383,16,324,580
4384,16,323,580
4385,15,323,584
4386,18,322,590
4387,15,325,580
4388,15,320,572
4389,16,321,666
4390,17,324,581
4391,17,324,588
4392,14,322,566
4393,16,323,596
4394,16,300,759
4395,16,324,870
4396,15,355,994
4397,15,370,1149
4398,15,363,972
4399,14,354,652
4400,14,349,470
4401,16,347,484
4402,16,333,576
4403,15,317,582
4404,17,311,593
4405,18,301,639
4406,15,310,882
4407,17,320,864
4408,13,317,899
4409,13,333,1112
4410,14,329,1074
4411,10,327,690
4412,12,323,600
4413,10,324,637
4414,11,324,589
4415,10,322,582
4416,9,323,648
4417,9,322,593
4418,10,322,590
4419,9,324,637
4420,10,322,734
4421,10,319,586
4422,15,307,652
4423,10,321,595
4424,11,322,596
4425,13,308,941
4426,11,301,758
4427,12,313,752
4428,12,329,599
4429,16,339,633
4430,16,347,489
4431,14,346,502
4432,13,344,416
4433,14,344,437
4434,14,345,452
4435,13,345,488
4436,15,347,498
4437,15,339,587
4438,14,323,586
4439,15,320,572
4440,16,322,579
4441,17,340,582
4442,15,349,478
4443,14,343,858
4444,16,322,576
4445,17,327,580
4446,17,324,581
4447,15,322,580
4448,16,320,565
4449,15,323,587
4450,16,322,578
4451,15,319,566
4452,17,322,576
4453,16,326,646
4454,17,329,598
4455,15,344,597
4456,16,358,911
4457,16,342,666
4458,14,352,514
4459,15,340,472
4460,15,334,475
4461,15,335,470
4462,15,326,548
4463,15,311,737
4464,11,297,861
4465,11,296,1028
4466,13,312,845
4467,12,332,1012
4468,12,319,591
4469,12,322,599
4470,12,311,866
4471,13,309,868
4472,15,321,712
4473,17,326,634
4474,15,322,858
4475,13,323,716
4476,15,328,661
4477,11,321,741
4478,16,313,659
4479,16,312,654
4480,14,302,592
4481,17,302,869
4482,16,324,576
4483,9,321,727
4484,11,320,846
4485,11,312,758
4486,13,327,592
4487,16,329,588
4488,16,334,877
4489,16,324,580
4490,13,330,644
4491,16,334,600
4492,13,325,596
4493,12,327,596
4494,16,324,590
4495,12,325,640
4496,14,324,590
4497,13,325,595
4498,14,330,996
4499,13,323,591
4500,13,355,710
4501,15,335,656
4502,16,327,609
4503,12,325,596
4504,14,334,596
4505,15,334,597
4506,16,327,656
4507,16,324,598
4508,16,328,923
4509,16,324,586
4510,16,323,594
4511,15,324,644
4512,16,324,595
4513,16,325,659
4514,22,332,606
4515,18,346,468
4516,16,347,518
4517,15,348,547
4518,19,344,431
4519,16,348,454
4520,19,329,583
4521,15,328,606
4522,16,327,632
4523,14,326,632
4524,14,324,599
4525,14,319,1196
4526,17,325,650
4527,11,323,667
4528,10,324,709
4529,10,329,653
4530,10,323,697
4531,10,323,741
4532,15,324,656
4533,11,319,580
4534,12,323,652
4535,12,323,585
4536,13,325,670
4537,13,321,583
4538,16,333,605
4539,15,339,587
4540,16,328,645
4541,15,344,587
4542,18,345,486
4543,16,322,583
4544,16,322,585
4545,18,324,675
4546,14,322,585
4547,14,329,588
4548,14,344,415
4549,13,344,415
4550,14,346,492
4551,14,346,428
4552,14,348,469
4553,14,346,456
4554,17,347,465
4555,13,347,420
4556,13,349,428
4557,16,349,427
4558,14,347,435
4559,15,348,465
4560,13,349,480
4561,14,346,457
4562,16,346,430
4563,14,349,436
4564,15,350,466
4565,14,351,475
4566,14,346,432
4567,15,353,901
4568,13,348,489
4569,13,348,491
4570,15,361,996
4571,13,354,501
4572,14,331,703
4573,13,334,586
4574,13,338,600
4575,15,325,580
4576,12,319,580
4577,11,319,584
4578,16,323,841
4579,11,323,586
4580,12,329,1008
4581,11,308,962
4582,12,325,653
4583,12,306,865
4584,12,311,593
4585,13,322,580
4586,16,305,652
4587,15,337,591
4588,17,345,436
4589,14,355,937
4590,13,345,495
4591,14,344,431
4592,14,326,581
4593,15,325,622
4594,15,325,645
4595,14,320,591
4596,13,300,906
4597,14,316,891
4598,11,325,915
4599,9,348,569
4600,12,332,610
4601,14,334,746
4602,18,347,468
4603,14,346,429
4604,16,344,422
4605,14,344,420
4606,13,345,475
4607,14,345,418
4608,13,344,419
4609,14,345,419
4610,15,344,419
4611,15,345,540
4612,15,345,500
4613,13,334,564
4614,14,320,574
4615,14,342,560
4616,14,347,430
4617,15,346,414
4618,17,348,502
4619,14,346,425
4620,15,345,600
4621,16,321,588
4622,18,325,595
4623,17,326,645
4624,17,325,597
4625,12,324,601
4626,17,327,605
4627,17,309,888
4628,17,314,908
4629,17,307,930
4630,17,303,876
4631,17,301,739
4632,19,304,974
4633,18,299,744
4634,19,317,746
4635,14,328,600
4636,14,324,574
4637,15,329,580
4638,16,324,573
4639,14,327,600
4640,16,321,575
4641,14,322,657
4642,15,320,585
4643,16,320,580
4644,15,317,580
4645,17,313,882
4646,15,304,595
4647,13,307,593
4648,12,322,625
4649,15,347,515
4650,16,325,587
4651,11,303,596
4652,13,310,745
4653,12,318,707
4654,19,312,747
4655,12,305,756
4656,13,325,590
4657,14,326,595
4658,14,319,742
4659,13,299,745
4660,15,311,745
4661,15,322,680
4662,15,322,580
4663,17,322,583
4664,15,328,874
4665,14,323,590
4666,17,323,587
4667,18,324,613
4668,14,319,755
4669,15,323,580
4670,16,328,586
4671,15,324,586
4672,15,324,584
4673,15,323,588
4674,17,326,587
4675,17,301,692
4676,17,301,601
4677,17,307,885
4678,17,306,894
4679,17,326,941
4680,19,320,1716
4681,18,315,893
4682,19,338,1367
4683,19,327,585
4684,19,333,627
4685,15,330,582
4686,14,326,585
4687,14,322,588
4688,15,320,631
4689,13,315,636
4690,9,327,1137
4691,14,323,577
4692,13,331,944
4693,14,325,584
4694,14,322,576
4695,14,321,871
4696,11,320,751
4697,14,324,575
4698,18,332,1079
4699,15,324,571
4700,17,326,575
4701,16,327,580
4702,15,326,569
4703,15,327,576
4704,15,323,573
4705,15,321,586
4706,14,322,585
4707,14,322,585
4708,14,323,666
4709,13,322,582
4710,16,322,583
4711,15,321,582
4712,15,337,578
4713,13,345,486
4714,16,346,417
4715,16,334,740
4716,14,334,592
4717,14,324,595
4718,13,310,752
4719,12,300,756
4720,13,302,1064
4721,13,319,896
4722,21,324,589
4723,18,322,585
4724,17,325,596
4725,18,321,586
4726,18,320,582
4727,17,320,588
4728,15,320,590
4729,16,340,578
4730,17,319,866
4731,15,323,653
4732,16,327,723
4733,16,305,728
4734,17,322,576
4735,16,322,575
4736,15,325,664
4737,16,328,587
4738,17,324,583
4739,16,331,627
4740,16,325,619
4741,16,322,580
4742,18,317,629
4743,15,317,599
4744,17,338,457
4745,13,337,487
