1504109169.03,0,0,0,0.00165605545044
1504109171.88,0,1,cand,2.8421959877
1504109171.88,0,2,opening,0.0015549659729
1504109179.2,ExperimentStart
1504109180.86,102,0,rob1_station_6_dwell,1.66237807274
1504109180.96,102,1,0.1,0.101125001907
1504109182.1,102,2,rob1_station_6_pick,1.14200305939
1504109182.1,102,3,closing,0.00136184692383
1504109184.11,102,4,2.0,2.00286912918
1504109184.75,102,5,rob1_station_6_lift,0.642064094543
1504109184.85,102,6,0.1,0.101181030273
1504109186.87,102,7,rob1_station_6_safe,2.02230000496
1504109186.97,102,8,0.1,0.100936889648
1504109188.52,102,9,rob1_station_1_dwell,1.54194688797
1504109188.52,102,10,None,1.54531097412
1504109188.62,102,11,0.1,0.100939035416
1504109189.4,102,12,rob1_station_1_pick,0.782392978668
1504109189.4,102,13,opening,0.00176095962524
1504109191.41,102,14,2.0,2.00307798386
1504109192.19,102,15,rob1_station_1_dwell,0.782334804535
1504109192.19,102,16,None,0.785953998566
1504109192.29,102,17,0.1,0.101095914841
1504109193.82,102,18,cand,1.5220708847
1504109199.07,103,0,rob1_station_1_dwell,1.5223197937
1504109199.07,103,1,None,1.5264878273
1504109199.17,103,2,0.1,0.100970983505
1504109199.95,103,3,rob1_station_1_pick,0.782156944275
1504109200.06,103,4,0.1,0.101366043091
1504109200.06,103,5,closing,0.00151085853577
1504109202.06,103,6,2.0,2.00284004211
1504109202.82,103,7,rob1_station_1_dwell,0.762112855911
1504109202.83,103,8,None,0.765377998352
1504109202.93,103,9,0.1,0.100906848907
1504109204.93,103,10,rob1_station_2_dwell,2.00201010704
1504109204.94,103,11,None,2.01423716545
1504109205.04,103,12,0.1,0.100914001465
1504109205.8,103,13,rob1_station_2_pick,0.762016057968
1504109205.9,103,14,0.1,0.101026058197
1504109205.91,103,15,opening,0.00130987167358
1504109207.91,103,16,2.0,2.00286698341
1504109208.69,103,17,rob1_station_2_dwell,0.782078027725
1504109208.7,103,18,None,0.788242101669
1504109208.8,103,19,0.1,0.100934028625
1504109211.3,103,20,cand,2.50200200081
1504109212.97,102,0,rob1_station_6_dwell,1.66213583946
1504109213.07,102,1,0.1,0.101032972336
1504109214.21,102,2,rob1_station_6_pick,1.14206695557
1504109214.21,102,3,closing,0.00133085250854
1504109216.22,102,4,2.0,2.00303602219
1504109216.86,102,5,rob1_station_6_lift,0.64216709137
1504109216.96,102,6,0.1,0.101310014725
1504109218.96,102,7,rob1_station_6_safe,2.00203084946
1504109219.06,102,8,0.1,0.101044178009
1504109220.6,102,9,rob1_station_1_dwell,1.5420229435
1504109220.61,102,10,None,1.54563999176
1504109220.71,102,11,0.1,0.101222991943
1504109221.47,102,12,rob1_station_1_pick,0.762048959732
1504109221.47,102,13,opening,0.00134897232056
1504109223.48,102,14,2.0,2.00287485123
1504109224.26,102,15,rob1_station_1_dwell,0.782054901123
1504109224.26,102,16,None,0.784929037094
1504109224.36,102,17,0.1,0.100986003876
1504109225.88,102,18,cand,1.52242898941
1504109228.47,101,0,rob1_station_2_dwell,2.58231401443
1504109228.49,101,1,None,2.59325098991
1504109228.59,101,2,0.1,0.101052999496
1504109229.37,101,3,rob1_station_2_pick,0.782348155975
1504109229.47,101,4,0.1,0.10130405426
1504109229.47,101,5,closing,0.00153589248657
1504109231.47,101,6,2.0,2.00304102898
1504109232.24,101,7,rob1_station_2_dwell,0.762564182281
1504109232.24,101,8,None,0.765634059906
1504109232.34,101,9,0.1,0.101008892059
1504109235.64,101,10,rob1_station_7_place,3.30248188972
1504109235.65,101,11,1.0,0.00410509109497
1504109240.48,101,12,None,4.83367800713
1504109240.48,101,13,opening,0.000990152359009
1504109242.48,101,14,2.0,2.00247693062
1504109243.14,101,15,rob1_station_7_lift,0.662051916122
1504109243.24,101,16,0.1,0.101014852524
1504109245.27,101,17,cand,2.02251911163
1504109245.27,101,18,1.0,0.00496912002563
1504109245.37,101,19,0.1,0.101113080978
1504109245.37,101,20,None,0.101181983948
1504109246.9,103,0,rob1_station_1_dwell,1.522138834
1504109246.91,103,1,None,1.52942180634
1504109247.01,103,2,0.1,0.100955963135
1504109247.79,103,3,rob1_station_1_pick,0.782088041306
1504109247.9,103,4,0.1,0.101049900055
1504109247.9,103,5,closing,0.00132393836975
1504109249.9,103,6,2.0,2.0029129982
1504109250.66,103,7,rob1_station_1_dwell,0.762187004089
1504109250.67,103,8,None,0.766934156418
1504109250.77,103,9,0.1,0.10094499588
1504109252.75,103,10,rob1_station_2_dwell,1.98208594322
1504109252.76,103,11,None,1.98805403709
1504109252.86,103,12,0.1,0.100948095322
1504109253.62,103,13,rob1_station_2_pick,0.762098073959
1504109253.72,103,14,0.1,0.101081848145
1504109253.72,103,15,opening,0.00135493278503
1504109255.72,103,16,2.0,2.00290679932
1504109256.51,103,17,rob1_station_2_dwell,0.782202005386
1504109256.51,103,18,None,0.787339925766
1504109256.61,103,19,0.1,0.100954055786
1504109259.11,103,20,cand,2.50208091736
1504109260.78,102,0,rob1_station_6_dwell,1.66203093529
1504109260.88,102,1,0.1,0.101149082184
1504109261.98,102,2,rob1_station_6_pick,1.1020488739
1504109261.99,102,3,closing,0.00137400627136
1504109263.99,102,4,2.0,2.00289702415
1504109264.61,102,5,rob1_station_6_lift,0.622117996216
1504109264.71,102,6,0.1,0.101066112518
1504109266.71,102,7,rob1_station_6_safe,2.00224208832
1504109266.81,102,8,0.1,0.101050853729
1504109268.36,102,9,rob1_station_1_dwell,1.54202413559
1504109268.36,102,10,None,1.54638409615
1504109268.46,102,11,0.1,0.101114034653
1504109269.22,102,12,rob1_station_1_pick,0.762023925781
1504109269.23,102,13,opening,0.0014181137085
1504109271.23,102,14,2.0,2.00343704224
1504109272.01,102,15,rob1_station_1_dwell,0.782119989395
1504109272.01,102,16,None,0.78523182869
1504109272.12,102,17,0.1,0.10099196434
1504109273.64,102,18,cand,1.52202296257
1504109276.23,101,0,rob1_station_2_dwell,2.58201909065
1504109276.23,101,1,None,2.58514404297
1504109276.33,101,2,0.1,0.100973129272
1504109277.11,101,3,rob1_station_2_pick,0.782139062881
1504109277.22,101,4,0.1,0.101136922836
1504109277.22,101,5,closing,0.00131297111511
1504109279.22,101,6,2.0,2.00296616554
1504109279.98,101,7,rob1_station_2_dwell,0.762068033218
1504109279.99,101,8,None,0.7657558918
1504109280.09,101,9,0.1,0.100924015045
1504109283.41,101,10,rob1_station_7_place,3.32289505005
1504109283.41,101,11,1.0,0.00277805328369
1504109288.21,101,12,None,4.80378293991
1504109288.21,101,13,opening,0.00153303146362
1504109290.22,101,14,2.0,2.00284600258
1504109290.88,101,15,rob1_station_7_lift,0.662147045135
1504109290.98,101,16,0.1,0.101062059402
1504109293.0,101,17,cand,2.02266097069
1504109293.01,101,18,1.0,0.00395798683167
1504109293.11,101,19,0.1,0.100997924805
1504109293.11,101,20,None,0.101066827774
1504109294.64,103,0,rob1_station_1_dwell,1.52212285995
1504109294.64,103,1,None,1.52540898323
1504109294.74,103,2,0.1,0.101005077362
1504109295.52,103,3,rob1_station_1_pick,0.78217291832
1504109295.62,103,4,0.1,0.101097106934
1504109295.62,103,5,closing,0.00130915641785
1504109297.63,103,6,2.0,2.00290703773
1504109298.39,103,7,rob1_station_1_dwell,0.762012958527
